CODUSU;NRO_HOGAR;REALIZADA;ANO4;TRIMESTRE;AGLOMERADO;POND_TIC;IH_II_01;IH_II_02
"TQRMNORTWHMMLQCDEFOCD00641525";1;1;2019;4;8;202;1;1
"TQRMNORTXHJMKRCDEFOCD00647683";1;1;2019;4;8;190;1;1
"TQRMNORTYHJMKRCDEFOCD00623852";1;1;2019;4;8;190;1;1
"TQRMNORTYHLOLMCDEFOCD00647695";1;1;2019;4;8;299;1;1
"TQRMNORTYHMMLQCDEFOCD00641576";1;1;2019;4;8;202;1;1
"TQRMNORUPHLOLMCDEFOCD00647614";1;1;2019;4;8;299;2;1
"TQRMNORUQHLOLMCDEFOCD00647583";1;1;2019;4;8;299;2;2
"TQRMNORUQHMOLOCDEFOCD00641505";1;1;2019;4;8;259;2;2
"TQRMNORURHLOLMCDEFOCD00647677";1;1;2019;4;8;299;1;1
"TQRMNORUUHLOKNCDEFOCD00647676";1;1;2019;4;8;256;1;1
"TQRMNORUVHLOKPCDEFOCD00647636";1;1;2019;4;8;298;2;1
"TQRMNORUWHLOKPCDEFOCD00647651";1;1;2019;4;8;298;2;1
"TQRMNORUYHLLKRCDEFOCD00647629";1;1;2019;4;8;264;1;1
"TQRMNORVPHMKKPCDEFOCD00647678";1;1;2019;4;8;331;1;1
"TQRMNORVSHMKKPCDEFOCD00641712";1;1;2019;4;8;331;1;1
"TQRMNORVUHLLKRCDEFOCD00647609";1;1;2019;4;8;264;1;1
"TQRMNORVUHLOLPCDEFOCD00647657";1;1;2019;4;8;244;1;1
"TQRMNORVVHLLKRCDEFOCD00647575";1;1;2019;4;8;264;1;1
"TQRMNORVVHLMKOCDEFOCD00647632";1;1;2019;4;8;139;1;1
"TQRMNORVWHKKKRCDEFOCD00618327";1;1;2019;4;8;260;1;1
"TQRMNORVWHLLKRCDEFOCD00647667";1;1;2019;4;8;264;2;1
"TQRMNORVWHLMKOCDEFOCD00647607";1;1;2019;4;8;139;1;1
"TQRMNORVWHLOLPCDEFOCD00647621";1;1;2019;4;8;244;1;1
"TQRMNORVXHJLKQCDEFOCD00623896";2;1;2019;4;8;308;1;1
"TQRMNORVXHJOKOCDEFOCD00647631";1;1;2019;4;8;297;1;1
"TQRMNORVXHKKKRCDEFOCD00618265";1;1;2019;4;8;260;1;1
"TQRMNORVXHLLKRCDEFOCD00647600";1;1;2019;4;8;264;1;1
"TQRMNORVXHLMKOCDEFOCD00647568";1;1;2019;4;8;139;1;1
"TQRMNORVXHLOLPCDEFOCD00647658";1;1;2019;4;8;244;2;2
"TQRMNORVYHLMKOCDEFOCD00647689";1;1;2019;4;8;139;1;1
"TQRMNORVYHLOLPCDEFOCD00647670";1;1;2019;4;8;244;1;1
"TQRMNORWPHJOKOCDEFOCD00623799";1;1;2019;4;8;297;1;1
"TQRMNORWPHKKKRCDEFOCD00618393";1;1;2019;4;8;260;1;1
"TQRMNORWPHLMKOCDEFOCD00647715";1;1;2019;4;8;139;1;1
"TQRMNORWQHJOKOCDEFOCD00623843";1;1;2019;4;8;297;2;1
"TQRMNORWQHKKKRCDEFOCD00618334";3;1;2019;4;8;260;2;1
"TQRMNORWXHKNKMCDEFOCD00641681";1;1;2019;4;8;101;2;1
"TQRMNORWYHKNKMCDEFOCD00641545";1;1;2019;4;8;101;2;1
"TQRMNORXPHKNKMCDEFOCD00641704";1;1;2019;4;8;101;2;1
"TQRMNORXQHJOKSCDEFOCD00623800";1;1;2019;4;8;250;1;1
"TQRMNORXRHJOKSCDEFOCD00623878";1;1;2019;4;8;250;2;1
"TQRMNORXTHKOLPCDEFOCD00618346";1;1;2019;4;8;222;2;2
"TQRMNORXUHKOLPCDEFOCD00618373";1;1;2019;4;8;222;2;1
"TQRMNORXVHKOLPCDEFOCD00618400";1;1;2019;4;8;222;2;1
"TQRMNORXVHMOLLCDEFOCD00641701";1;1;2019;4;8;286;2;1
"TQRMNORXXHMMKTCDEFOCD00641718";1;1;2019;4;8;206;2;1
"TQRMNORXYHMMKTCDEFOCD00641728";1;1;2019;4;8;206;2;1
"TQRMNORYQHMMKQCDEFOCD00641592";1;1;2019;4;8;196;1;1
"TQRMNORYRHMMKQCDEFOCD00641551";1;1;2019;4;8;196;2;2
"TQRMNORYSHMMKQCDEFOCD00641552";1;1;2019;4;8;196;1;1
"TQRMNORYUHMMKQCDEFOCD00641683";1;1;2019;4;8;196;1;1
"TQRMNORYVHMOKSCDEFOCD00641653";2;1;2019;4;8;293;1;1
"TQRMNOSPSHMOLMCDEFOCD00641656";1;1;2019;4;8;255;2;1
"TQRMNOSPYHJMLMCDEFOCD00623905";1;1;2019;4;8;208;2;1
"TQRMNOSQPHJMLMCDEFOCD00629525";2;1;2019;4;8;208;1;1
"TQRMNOSQPHLOKPCDEFOCD00647619";1;1;2019;4;8;298;1;1
"TQRMNOSQQHJMLMCDEFOCD00623845";1;1;2019;4;8;208;2;1
"TQRMNOSQQHKNKNCDEFOCD00641591";1;1;2019;4;8;95;2;1
"TQRMNOSQRHJMLMCDEFOCD00623830";1;1;2019;4;8;208;1;1
"TQRMNOSQRHKNKNCDEFOCD00641547";1;1;2019;4;8;95;2;1
"TQRMNOSQRHMOKOCDEFOCD00641531";1;1;2019;4;8;286;1;1
"TQRMNOSQSHJMLMCDEFOCD00623863";1;1;2019;4;8;208;1;1
"TQRMNOSQSHJNLOCDEFOCD00623783";2;1;2019;4;8;163;1;1
"TQRMNOSQSHKKKNCDEFOCD00641660";1;1;2019;4;8;81;1;1
"TQRMNOSQSHKNKNCDEFOCD00641713";1;1;2019;4;8;95;2;1
"TQRMNOSQSHMOKOCDEFOCD00641677";1;1;2019;4;8;286;1;1
"TQRMNOSQSHMOLMCDEFOCD00641553";1;1;2019;4;8;255;2;1
"TQRMNOSQTHJNLOCDEFOCD00623809";2;1;2019;4;8;163;2;2
"TQRMNOSQTHKKKNCDEFOCD00641582";1;1;2019;4;8;81;1;1
"TQRMNOSQTHKNKNCDEFOCD00647573";1;1;2019;4;8;95;2;2
"TQRMNOSQTHLOLNCDEFOCD00647703";1;1;2019;4;8;171;1;1
"TQRMNOSQUHMOKOCDEFOCD00641564";1;1;2019;4;8;286;1;1
"TQRMNOSQVHKKKNCDEFOCD00641668";1;1;2019;4;8;81;1;1
"TQRMNOSQWHKKKNCDEFOCD00641587";1;1;2019;4;8;81;1;1
"TQRMNOSQYHKMLQCDEFOCD00618389";1;1;2019;4;8;197;2;1
"TQRMNOSRPHKMLQCDEFOCD00618274";1;1;2019;4;8;197;1;1
"TQRMNOSRQHKMLQCDEFOCD00641508";1;1;2019;4;8;197;1;1
"TQRMNOSRVHJOLQCDEFOCD00629591";1;1;2019;4;8;250;1;1
"TQRMNOSRWHJOLQCDEFOCD00623876";1;1;2019;4;8;250;1;1
"TQRMNOSRWHKLKUCDEFOCD00623785";2;1;2019;4;8;274;1;1
"TQRMNOSRXHJOLQCDEFOCD00623884";1;1;2019;4;8;250;2;2
"TQRMNOSRYHJOLQCDEFOCD00647637";1;1;2019;4;8;250;1;1
"TQRMNOSSPHJOLQCDEFOCD00629614";2;1;2019;4;8;250;2;1
"TQRMNOSSWHJOKMCDEFOCD00623838";1;1;2019;4;8;271;2;2
"TQRMNOSSXHJOKMCDEFOCD00623803";1;1;2019;4;8;271;2;1
"TQRMNOSSXHMLKNCDEFOCD00641711";1;1;2019;4;8;277;1;1
"TQRMNOSTPHJOKMCDEFOCD00623887";1;1;2019;4;8;271;2;1
"TQRMNOSTPHMLKNCDEFOCD00641518";1;1;2019;4;8;277;1;1
"TQRMNOSTQHJOKMCDEFOCD00623901";1;1;2019;4;8;271;1;1
"TQRMNOSTQHMLKNCDEFOCD00641563";1;1;2019;4;8;277;1;1
"TQRMNOSTTHJOKUCDEFOCD00629523";2;1;2019;4;8;295;2;1
"TQRMNOSTUHJOKUCDEFOCD00623890";2;1;2019;4;8;295;1;1
"TQRMNOSTVHKOKMCDEFOCD00641714";1;1;2019;4;8;117;2;1
"TQRMNOSTWHKOKMCDEFOCD00641644";1;1;2019;4;8;117;2;1
"TQRMNOSTXHKOKMCDEFOCD00641584";1;1;2019;4;8;117;2;1
"TQRMNOSTYHKOKMCDEFOCD00647638";1;1;2019;4;8;117;2;1
"TQRMNOSTYHKOLNCDEFOCD00647612";1;1;2019;4;8;245;1;1
"TQRMNOSUPHKOKMCDEFOCD00641568";1;1;2019;4;8;117;1;1
"TQRMNOSUXHMOKOCDEFOCD00641636";1;1;2019;4;8;286;1;1
"TQRMNOSVTHJLLNCDEFOCD00623915";1;1;2019;4;8;296;2;1
"TQRMNOSVUHJLLNCDEFOCD00623790";1;1;2019;4;8;296;1;1
"TQRMNOSVVHJLLNCDEFOCD00623867";1;1;2019;4;8;296;2;2
"TQRMNOSVWHJLLNCDEFOCD00623835";3;1;2019;4;8;296;2;1
"TQRMNOSVWHLLLOCDEFOCD00647578";1;1;2019;4;8;285;1;1
"TQRMNOSVXHLLLOCDEFOCD00647656";1;1;2019;4;8;285;1;1
"TQRMNOSVYHLLLOCDEFOCD00647580";1;1;2019;4;8;285;1;1
"TQRMNOSWPHLLLOCDEFOCD00647691";1;1;2019;4;8;285;1;1
"TQRMNOSWQHLLLOCDEFOCD00647572";1;1;2019;4;8;285;1;1
"TQRMNOSWSHJMLMCDEFOCD00623914";1;1;2019;4;8;208;1;1
"TQRMNOSWTHJMLMCDEFOCD00623864";1;1;2019;4;8;208;1;1
"TQRMNOSXVHKOLNCDEFOCD00618316";1;1;2019;4;8;245;2;1
"TQRMNOSXVHMOLNCDEFOCD00641572";1;1;2019;4;8;280;2;1
"TQRMNOSXYHMKKRCDEFOCD00641597";1;1;2019;4;8;350;1;1
"TQRMNOSYPHMKKRCDEFOCD00641647";1;1;2019;4;8;350;1;1
"TQRMNOSYQHMOLNCDEFOCD00641573";1;1;2019;4;8;280;2;1
"TQRMNOSYSHMOLNCDEFOCD00641698";1;1;2019;4;8;280;1;1
"TQRMNOSYTHMOLNCDEFOCD00641556";1;1;2019;4;8;280;1;1
"TQRMNOSYWHKOLPCDEFOCD00641557";1;1;2019;4;8;222;2;2
"TQRMNOSYXHKOLPCDEFOCD00623907";1;1;2019;4;8;222;1;1
"TQRMNOTQTHJOLPCDEFOCD00623874";1;1;2019;4;8;478;2;1
"TQRMNOTQUHJOLPCDEFOCD00623797";1;1;2019;4;8;478;2;2
"TQRMNOTSPHJOLPCDEFOCD00629601";2;1;2019;4;8;478;2;2
"TQRMNOTSWHJOLPCDEFOCD00623875";1;1;2019;4;8;478;2;2
"TQRMNOTSXHJOLPCDEFOCD00623847";3;1;2019;4;8;478;2;2
"TQRMNOTUVHJOKUCDEFOCD00623908";1;1;2019;4;8;295;1;1
"TQRMNOTUWHJOKUCDEFOCD00629706";2;1;2019;4;8;295;1;1
"TQRMNOTWQHMOKSCDEFOCD00641717";1;1;2019;4;8;293;2;1
"TQRMNOTWSHMKKRCDEFOCD00641598";1;1;2019;4;8;350;1;1
"TQRMNOTWTHJLKQCDEFOCD00647698";1;1;2019;4;8;308;1;1
"TQSMNOPPQHKOKSCDEFOCD00623814";1;1;2019;4;8;282;1;1
"TQSMNOPQRHLMKQCDEFOCD00647718";1;1;2019;4;8;223;1;1
"TQSMNOPSPHLOKTCDEFOCD00647724";1;1;2019;4;8;257;1;1
"TQSMNOPTSHLOKNCDEFOCD00647584";1;1;2019;4;8;256;2;2
"TQSMNOPTSHMNLPCDEFOCD00641638";1;1;2019;4;8;145;2;1
"TQSMNOPUUHLOKUCDEFOCD00647661";1;1;2019;4;8;273;2;1
"TQSMNOPVVHKMKOCDEFOCD00618378";1;1;2019;4;8;192;2;1
"TQSMNOPXRHMOKSCDEFOCD00647589";1;1;2019;4;8;293;2;1
"TQSMNOPXRHMOLLCDEFOCD00647663";1;1;2019;4;8;286;2;1
"TQSMNOPXYHKKKRCDEFOCD00618281";2;1;2019;4;8;260;1;1
"TQSMNOQQUHLOKPCDEFOCD00647574";1;1;2019;4;8;298;2;1
"TQSMNOQUPHJMKRCDEFOCD00623834";1;1;2019;4;8;190;1;1
"TQSMNOQVQHMKKRCDEFOCD00641725";1;1;2019;4;8;350;1;1
"TQSMNOQVSHKOLNCDEFOCD00618266";1;1;2019;4;8;245;2;1
"TQSMNOQYRHMOLNCDEFOCD00641703";1;1;2019;4;8;280;2;2
"TQSMNOQYTHMOLNCDEFOCD00641555";1;1;2019;4;8;280;1;1
"TQSMNORPYHLMKSCDEFOCD00647630";1;1;2019;4;8;206;1;1
"TQSMNORQRHKOKPCDEFOCD00618300";1;1;2019;4;8;267;1;1
"TQSMNORQRHMOLMCDEFOCD00641566";1;1;2019;4;8;255;1;1
"TQSMNORSTHJNLOCDEFOCD00629577";1;1;2019;4;8;163;1;1
"TQSMNORSYHKOKTCDEFOCD00618289";1;1;2019;4;8;253;1;1
"TQSMNORTYHLOLMCDEFOCD00647697";1;1;2019;4;8;299;2;2
"TQSMNOSQRHJMLMCDEFOCD00647648";1;1;2019;4;8;208;1;1
"TQSMNOSXYHMKKRCDEFOCD00641727";1;1;2019;4;8;350;1;1
"TQSMNOTQTHJOLPCDEFOCD00623873";1;1;2019;4;8;478;2;2
"TQTMNOQVQHMKKRCDEFOCD00641726";1;1;2019;4;8;350;1;1
"TQTMNOQYRHMOLNCDEFOCD00641692";1;1;2019;4;8;280;2;1
"TQTMNORQRHMOLMCDEFOCD00641567";1;1;2019;4;8;255;2;1
"TQTMNORQTHMOKMCDEFOCD00647674";1;1;2019;4;8;297;2;2
"TQRMNOPPSHKKKUCDEFPCH00618479";1;1;2019;4;9;189;1;1
"TQRMNOPPUHKKKUCDEFPCH00618498";1;1;2019;4;9;189;1;1
"TQRMNOPQPHKOKOCDEFPCH00647806";1;1;2019;4;9;134;1;1
"TQRMNOPQQHJOLQCDEFPCH00623993";1;1;2019;4;9;205;1;1
"TQRMNOPQSHMNLLCDEFPCH00641762";1;1;2019;4;9;179;1;1
"TQRMNOPQTHMNLLCDEFPCH00641782";1;1;2019;4;9;179;1;1
"TQRMNOPQTHMOKMCDEFPCH00641776";1;1;2019;4;9;198;1;1
"TQRMNOPQUHMNLLCDEFPCH00641763";1;1;2019;4;9;179;1;1
"TQRMNOPQWHKOKOCDEFPCH00618442";1;1;2019;4;9;134;1;1
"TQRMNOPQXHKOKOCDEFPCH00618465";1;1;2019;4;9;134;1;1
"TQRMNOPQYHMOKMCDEFPCH00641804";1;1;2019;4;9;198;1;1
"TQRMNOPRPHKMKPCDEFPCH00641812";1;1;2019;4;9;242;1;1
"TQRMNOPRQHJNLLCDEFPCH00623962";1;1;2019;4;9;180;1;1
"TQRMNOPRQHMLKSCDEFPCH00641745";1;1;2019;4;9;226;2;1
"TQRMNOPRQHMNLLCDEFPCH00641783";1;1;2019;4;9;179;2;1
"TQRMNOPRRHJNLLCDEFPCH00624011";1;1;2019;4;9;180;1;1
"TQRMNOPRTHJMLNCDEFPCH00623942";1;1;2019;4;9;172;1;1
"TQRMNOPRTHLMLOCDEFPCH00647778";1;1;2019;4;9;204;1;1
"TQRMNOPRTHMLKSCDEFPCH00647839";1;1;2019;4;9;226;1;1
"TQRMNOPRUHJMLNCDEFPCH00647736";1;1;2019;4;9;172;1;1
"TQRMNOPRVHJMLNCDEFPCH00624001";1;1;2019;4;9;172;1;1
"TQRMNOPRVHLMKNCDEFPCH00647750";1;1;2019;4;9;203;1;1
"TQRMNOPRWHJMLNCDEFPCH00623953";1;1;2019;4;9;172;1;1
"TQRMNOPRWHLMKNCDEFPCH00647797";1;1;2019;4;9;203;1;1
"TQRMNOPRWHMKKRCDEFPCH00641743";1;1;2019;4;9;191;1;1
"TQRMNOPRYHMKKRCDEFPCH00641796";1;1;2019;4;9;191;1;1
"TQRMNOPSPHKMKRCDEFPCH00618415";1;1;2019;4;9;140;2;1
"TQRMNOPSPHLMKNCDEFPCH00647819";1;1;2019;4;9;203;1;1
"TQRMNOPSRHJNLLCDEFPCH00623963";1;1;2019;4;9;180;1;1
"TQRMNOPSRHMMLPCDEFPCH00641749";1;1;2019;4;9;191;1;1
"TQRMNOPSSHLOLQCDEFPCH00647728";1;1;2019;4;9;147;1;1
"TQRMNOPSTHMMLPCDEFPCH00641819";1;1;2019;4;9;191;1;1
"TQRMNOPTRHJLLMCDEFPCH00624017";1;1;2019;4;9;284;1;1
"TQRMNOPTUHJLLMCDEFPCH00623982";1;1;2019;4;9;284;1;1
"TQRMNOPTVHJKKMCDEFPCH00623977";1;1;2019;4;9;233;1;1
"TQRMNOPTVHMOLQCDEFPCH00641801";1;1;2019;4;9;189;1;1
"TQRMNOPTWHMOLQCDEFPCH00641772";1;1;2019;4;9;189;1;1
"TQRMNOPTXHJKKMCDEFPCH00623978";1;1;2019;4;9;233;1;1
"TQRMNOPTXHKMLLCDEFPCH00618486";1;1;2019;4;9;189;1;1
"TQRMNOPTXHMOLQCDEFPCH00641802";1;1;2019;4;9;189;1;1
"TQRMNOPTYHJKKMCDEFPCH00623987";1;1;2019;4;9;233;1;1
"TQRMNOPTYHMOKOCDEFPCH00647822";1;1;2019;4;9;199;1;1
"TQRMNOPTYHMOLQCDEFPCH00647793";1;1;2019;4;9;189;1;1
"TQRMNOPUPHJKKMCDEFPCH00624002";1;1;2019;4;9;233;1;1
"TQRMNOPUPHMOKOCDEFPCH00647769";1;1;2019;4;9;199;2;1
"TQRMNOPUPHMOLQCDEFPCH00641752";1;1;2019;4;9;189;1;1
"TQRMNOPUQHJKKMCDEFPCH00623943";1;1;2019;4;9;233;1;1
"TQRMNOPUQHJLLMCDEFPCH00624006";1;1;2019;4;9;284;1;1
"TQRMNOPUQHMOKOCDEFPCH00647759";1;1;2019;4;9;199;2;1
"TQRMNOPURHMNLOCDEFPCH00641786";1;1;2019;4;9;186;2;1
"TQRMNOPURHMOKOCDEFPCH00641788";1;1;2019;4;9;199;2;2
"TQRMNOPUSHKMLNCDEFPCH00618429";1;1;2019;4;9;219;1;1
"TQRMNOPUSHMNLOCDEFPCH00647766";1;1;2019;4;9;186;2;1
"TQRMNOPUSHMOKOCDEFPCH00641754";1;1;2019;4;9;199;1;1
"TQRMNOPUTHKMLNCDEFPCH00618430";1;1;2019;4;9;219;1;1
"TQRMNOPUUHKMLNCDEFPCH00618509";1;1;2019;4;9;219;1;1
"TQRMNOPUVHMNLOCDEFPCH00641833";1;1;2019;4;9;186;1;1
"TQRMNOPUWHKMLNCDEFPCH00618474";1;1;2019;4;9;219;1;1
"TQRMNOPUYHLLLMCDEFPCH00647756";1;1;2019;4;9;245;1;1
"TQRMNOPUYHLOLNCDEFPCH00647790";1;1;2019;4;9;180;2;1
"TQRMNOPVPHKKKNCDEFPCH00641820";1;1;2019;4;9;293;2;1
"TQRMNOPVPHLLLMCDEFPCH00647807";1;1;2019;4;9;245;1;1
"TQRMNOPVPHLOLNCDEFPCH00647825";1;1;2019;4;9;180;2;1
"TQRMNOPVRHLLLMCDEFPCH00647843";1;1;2019;4;9;245;1;1
"TQRMNOPVRHLOLNCDEFPCH00647827";1;1;2019;4;9;180;1;1
"TQRMNOPVSHLOLNCDEFPCH00647826";1;1;2019;4;9;180;1;1
"TQRMNOPVXHKKKNCDEFPCH00624003";1;1;2019;4;9;293;1;1
"TQRMNOPVYHLNLLCDEFPCH00647800";1;1;2019;4;9;179;1;1
"TQRMNOPWPHLNLLCDEFPCH00647738";1;1;2019;4;9;179;1;1
"TQRMNOPWQHKMKSCDEFPCH00618456";1;1;2019;4;9;239;1;1
"TQRMNOPWTHJOKSCDEFPCH00624015";1;1;2019;4;9;159;2;2
"TQRMNOPWUHJOKSCDEFPCH00623960";1;1;2019;4;9;159;2;2
"TQRMNOPWUHKMKSCDEFPCH00618416";1;1;2019;4;9;239;1;1
"TQRMNOPWWHLMKRCDEFPCH00647743";1;1;2019;4;9;213;1;1
"TQRMNOPWWHLOLPCDEFPCH00647779";1;1;2019;4;9;127;1;1
"TQRMNOPWXHLMKRCDEFPCH00647754";1;1;2019;4;9;213;2;1
"TQRMNOPWXHLOLPCDEFPCH00647741";1;1;2019;4;9;127;1;1
"TQRMNOPWYHLOKOCDEFPCH00647757";1;1;2019;4;9;179;1;1
"TQRMNOPXPHLOLPCDEFPCH00647834";1;1;2019;4;9;127;1;1
"TQRMNOPXQHJOKSCDEFPCH00624012";1;1;2019;4;9;159;1;1
"TQRMNOPXQHKMKSCDEFPCH00618417";1;1;2019;4;9;239;2;1
"TQRMNOPXQHLOKOCDEFPCH00647732";1;1;2019;4;9;179;2;1
"TQRMNOPXQHLOLPCDEFPCH00647810";1;1;2019;4;9;127;1;1
"TQRMNOPXRHLOKOCDEFPCH00647837";1;1;2019;4;9;179;1;1
"TQRMNOPXSHJOKSCDEFPCH00623921";1;1;2019;4;9;159;1;1
"TQRMNOPXSHLOKOCDEFPCH00647832";1;1;2019;4;9;179;1;1
"TQRMNOPXSHMLKPCDEFPCH00641814";1;1;2019;4;9;253;1;1
"TQRMNOPXTHLOKOCDEFPCH00647763";1;1;2019;4;9;179;1;1
"TQRMNOPXVHMLKPCDEFPCH00641816";1;1;2019;4;9;253;1;1
"TQRMNOPXWHJOKOCDEFPCH00623989";1;1;2019;4;9;195;1;1
"TQRMNOPXWHMLKPCDEFPCH00641815";1;1;2019;4;9;253;1;1
"TQRMNOPXXHJOKOCDEFPCH00624007";1;1;2019;4;9;195;1;1
"TQRMNOPXYHJOKOCDEFPCH00623927";1;1;2019;4;9;195;2;2
"TQRMNOPYPHJOKOCDEFPCH00624008";1;1;2019;4;9;195;2;1
"TQRMNOPYQHJMKPCDEFPCH00623981";1;1;2019;4;9;213;2;1
"TQRMNOPYVHJMKPCDEFPCH00623990";1;1;2019;4;9;213;1;1
"TQRMNOPYXHLOLQCDEFPCH00647768";1;1;2019;4;9;147;1;1
"TQRMNOQPRHMMLMCDEFPCH00641771";1;1;2019;4;9;164;1;1
"TQRMNOQPSHMMLMCDEFPCH00641784";1;1;2019;4;9;164;2;2
"TQRMNOQPUHMMLMCDEFPCH00647765";1;1;2019;4;9;164;2;1
"TQRMNOQPVHMOKQCDEFPCH00641757";1;1;2019;4;9;129;1;1
"TQRMNOQPWHKKKUCDEFPCH00618499";1;1;2019;4;9;189;2;2
"TQRMNOQQPHMOKQCDEFPCH00641825";1;1;2019;4;9;129;2;2
"TQRMNOQQRHJOLQCDEFPCH00623958";1;1;2019;4;9;205;1;1
"TQRMNOQQRHKMKRCDEFPCH00618435";1;1;2019;4;9;140;1;1
"TQRMNOQQRHKOLPCDEFPCH00647767";1;1;2019;4;9;189;1;1
"TQRMNOQQSHKOLPCDEFPCH00618431";1;1;2019;4;9;189;1;1
"TQRMNOQQSHLNKTCDEFPCH00647776";1;1;2019;4;9;183;1;1
"TQRMNOQQTHJOLPCDEFPCH00647747";1;1;2019;4;9;177;1;1
"TQRMNOQQTHKMKRCDEFPCH00618455";1;1;2019;4;9;140;2;1
"TQRMNOQQTHLNKTCDEFPCH00647818";1;1;2019;4;9;183;1;2
"TQRMNOQQUHJMLNCDEFPCH00623984";1;1;2019;4;9;172;1;1
"TQRMNOQQUHKOLPCDEFPCH00641765";1;1;2019;4;9;189;2;1
"TQRMNOQQVHJMLNCDEFPCH00623941";1;1;2019;4;9;172;1;1
"TQRMNOQQVHKOLPCDEFPCH00618461";2;1;2019;4;9;189;2;1
"TQRMNOQQWHJOLPCDEFPCH00647831";1;1;2019;4;9;177;1;1
"TQRMNOQQWHJOLQCDEFPCH00623946";1;1;2019;4;9;205;1;1
"TQRMNOQQXHJMLNCDEFPCH00623985";2;1;2019;4;9;172;1;1
"TQRMNOQQXHJOLPCDEFPCH00624023";1;1;2019;4;9;177;2;1
"TQRMNOQQXHMOKUCDEFPCH00641760";1;1;2019;4;9;136;1;1
"TQRMNOQQYHJMLNCDEFPCH00629818";1;1;2019;4;9;172;1;1
"TQRMNOQQYHMMLPCDEFPCH00641750";1;1;2019;4;9;191;1;1
"TQRMNOQQYHMOKUCDEFPCH00641758";1;1;2019;4;9;136;1;1
"TQRMNOQRPHMMLPCDEFPCH00641751";1;1;2019;4;9;191;1;1
"TQRMNOQRQHLNKTCDEFPCH00647845";1;1;2019;4;9;183;1;1
"TQRMNOQRQHMOKUCDEFPCH00641831";1;1;2019;4;9;136;1;1
"TQRMNOQRRHMOKUCDEFPCH00641808";1;1;2019;4;9;136;1;1
"TQRMNOQRSHMMLPCDEFPCH00641832";1;1;2019;4;9;191;1;1
"TQRMNOQRSHMOKNCDEFPCH00641779";1;1;2019;4;9;439;1;1
"TQRMNOQRTHMOKNCDEFPCH00647734";1;1;2019;4;9;439;1;1
"TQRMNOQRWHKNLMCDEFPCH00618425";1;1;2019;4;9;210;2;1
"TQRMNOQRXHKNLMCDEFPCH00623926";1;1;2019;4;9;210;2;1
"TQRMNOQRYHKNLMCDEFPCH00618439";1;1;2019;4;9;210;2;1
"TQRMNOQSPHKNLMCDEFPCH00618493";1;1;2019;4;9;210;2;1
"TQRMNOQSPHMOKNCDEFPCH00641780";1;1;2019;4;9;439;1;1
"TQRMNOQSQHMOKNCDEFPCH00641768";1;1;2019;4;9;439;1;1
"TQRMNOQSTHJMKTCDEFPCH00623939";1;1;2019;4;9;200;1;1
"TQRMNOQSUHJMKTCDEFPCH00623995";1;1;2019;4;9;200;1;1
"TQRMNOQSUHJOLOCDEFPCH00623986";1;1;2019;4;9;165;1;1
"TQRMNOQSXHJOLOCDEFPCH00629824";1;1;2019;4;9;165;1;1
"TQRMNOQSXHLMKQCDEFPCH00647773";1;1;2019;4;9;207;1;1
"TQRMNOQTQHJMKTCDEFPCH00629724";1;1;2019;4;9;200;1;1
"TQRMNOQTRHJMKTCDEFPCH00629725";1;1;2019;4;9;200;2;2
"TQRMNOQTRHMKKRCDEFPCH00641737";1;1;2019;4;9;191;1;1
"TQRMNOQTSHLOKSCDEFPCH00647772";1;1;2019;4;9;176;1;1
"TQRMNOQTSHMKKRCDEFPCH00641761";1;1;2019;4;9;191;1;1
"TQRMNOQTSHMMKTCDEFPCH00641798";1;1;2019;4;9;204;1;1
"TQRMNOQTTHLOKSCDEFPCH00647799";1;1;2019;4;9;176;1;1
"TQRMNOQTTHMKKRCDEFPCH00641744";1;1;2019;4;9;191;1;1
"TQRMNOQTUHLOKSCDEFPCH00647771";1;1;2019;4;9;176;1;1
"TQRMNOQTUHLOKUCDEFPCH00647787";1;1;2019;4;9;167;1;1
"TQRMNOQTUHLOLQCDEFPCH00647785";1;1;2019;4;9;147;1;1
"TQRMNOQTUHMMKTCDEFPCH00641830";1;1;2019;4;9;204;1;1
"TQRMNOQTVHMMKTCDEFPCH00641729";1;1;2019;4;9;204;1;1
"TQRMNOQTWHLOKUCDEFPCH00647823";1;1;2019;4;9;167;1;1
"TQRMNOQTYHLOKUCDEFPCH00647821";1;1;2019;4;9;167;2;1
"TQRMNOQTYHMNLLCDEFPCH00641817";1;1;2019;4;9;179;2;1
"TQRMNOQUPHLOKUCDEFPCH00647737";1;1;2019;4;9;167;2;2
"TQRMNOQUQHLOLQCDEFPCH00647786";1;1;2019;4;9;147;1;1
"TQRMNOQUVHMNLLCDEFPCH00647726";1;1;2019;4;9;179;1;1
"TQRMNOQUXHLOLQCDEFPCH00647802";1;1;2019;4;9;147;2;2
"TQRMNOQUXHMNLLCDEFPCH00647789";1;1;2019;4;9;179;2;1
"TQRMNOQVQHJOKSCDEFPCH00624009";1;1;2019;4;9;159;1;1
"TQRMNOQVVHMMLMCDEFPCH00647846";1;1;2019;4;9;164;1;1
"TQRMNOQVXHLMLOCDEFPCH00647740";1;1;2019;4;9;204;2;1
"TQRMNOQVYHLMLOCDEFPCH00647751";1;1;2019;4;9;204;1;1
"TQRMNOQWPHLMLOCDEFPCH00647803";1;1;2019;4;9;204;1;1
