CODUSU;NRO_HOGAR;COMPONENTE;ANO4;TRIMESTRE;AGLOMERADO;POND_TIC;RESPONDENTE;IP_III_04;IP_III_05;IP_III_06
"TQRMNOQXPHJMKRCDEFNFF00623680";1;1;2019;4;7;268;1;1;1;1
"TQRMNOQXPHJMKRCDEFNFF00623680";1;2;2019;4;7;268;1;1;1;1
"TQRMNOQXPHJMKRCDEFNFF00623680";1;3;2019;4;7;268;1;1;1;1
"TQRMNOQXPHMOKTCDEFNFF00641376";1;1;2019;4;7;322;2;1;1;1
"TQRMNOQXPHMOKTCDEFNFF00641376";1;2;2019;4;7;322;2;1;1;1
"TQRMNOQXQHJMKRCDEFNFF00623700";1;1;2019;4;7;268;1;1;1;1
"TQRMNOQXRHJMKRCDEFNFF00623774";1;1;2019;4;7;268;1;1;1;1
"TQRMNOQXRHJMKRCDEFNFF00623774";1;2;2019;4;7;268;1;1;1;1
"TQRMNOQXRHJMKRCDEFNFF00623774";1;3;2019;4;7;268;1;1;1;1
"TQRMNOQXTHJKKMCDEFNFF00623760";1;1;2019;4;7;251;1;1;2;1
"TQRMNOQXTHMOKRCDEFNFF00641405";1;1;2019;4;7;275;2;1;2;1
"TQRMNOQXTHMOKRCDEFNFF00641405";1;2;2019;4;7;275;2;1;2;1
"TQRMNOQXUHJOKQCDEFNFF00623703";1;1;2019;4;7;274;3;1;2;1
"TQRMNOQXUHJOKQCDEFNFF00623703";1;2;2019;4;7;274;3;1;2;1
"TQRMNOQXUHJOKQCDEFNFF00623703";1;3;2019;4;7;274;3;1;1;1
"TQRMNOQXUHJOKQCDEFNFF00623703";1;4;2019;4;7;274;3;2;2;2
"TQRMNOQXUHMOKRCDEFNFF00641437";1;1;2019;4;7;275;1;1;2;1
"TQRMNOQXUHMOKRCDEFNFF00641437";1;2;2019;4;7;275;1;1;1;1
"TQRMNOQXVHJOKQCDEFNFF00647552";1;1;2019;4;7;274;2;1;2;1
"TQRMNOQXVHJOKQCDEFNFF00647552";1;2;2019;4;7;274;2;1;1;1
"TQRMNOQXVHJOKQCDEFNFF00647552";1;3;2019;4;7;274;2;1;1;1
"TQRMNOQXVHJOKQCDEFNFF00647552";1;4;2019;4;7;274;2;1;1;1
"TQRMNOQXVHJOKQCDEFNFF00647552";1;5;2019;4;7;274;2;2;2;2
"TQRMNOQXVHMOKRCDEFNFF00641468";1;1;2019;4;7;275;1;2;2;1
"TQRMNOQXVHMOKRCDEFNFF00641468";1;2;2019;4;7;275;1;1;2;1
"TQRMNOQXWHJOKQCDEFNFF00623743";1;1;2019;4;7;274;1;1;2;1
"TQRMNOQXWHJOKQCDEFNFF00623743";1;2;2019;4;7;274;1;1;2;1
"TQRMNOQXWHLMKSCDEFNFF00647538";1;1;2019;4;7;238;1;1;1;1
"TQRMNOQXWHLMKSCDEFNFF00647538";1;2;2019;4;7;238;1;1;1;1
"TQRMNOQXWHLMKSCDEFNFF00647538";1;3;2019;4;7;238;1;1;1;1
"TQRMNOQXWHLMKSCDEFNFF00647538";1;4;2019;4;7;238;1;1;1;1
"TQRMNOQXWHMOKRCDEFNFF00641406";1;1;2019;4;7;275;2;1;1;1
"TQRMNOQXWHMOKRCDEFNFF00641406";1;2;2019;4;7;275;2;1;1;1
"TQRMNOQXWHMOKRCDEFNFF00641406";1;3;2019;4;7;275;2;1;1;1
"TQRMNOQXWHMOKRCDEFNFF00641406";1;4;2019;4;7;275;2;1;1;1
"TQRMNOQXWHMOKRCDEFNFF00641406";1;5;2019;4;7;275;2;1;1;1
"TQRMNOQXWHMOKRCDEFNFF00641406";1;6;2019;4;7;275;2;1;1;1
"TQRMNOQXWHMOKRCDEFNFF00641406";1;7;2019;4;7;275;2;1;1;1
"TQRMNOQXXHLMKSCDEFNFF00647459";1;1;2019;4;7;238;3;1;1;1
"TQRMNOQXXHLMKSCDEFNFF00647459";1;2;2019;4;7;238;3;1;2;1
"TQRMNOQXXHLMKSCDEFNFF00647459";1;3;2019;4;7;238;1;1;1;1
"TQRMNOQXYHLMKSCDEFNFF00647519";1;1;2019;4;7;238;1;1;1;1
"TQRMNOQYTHJLKOCDEFNFF00623724";1;1;2019;4;7;285;1;1;1;1
"TQRMNOQYTHJLKOCDEFNFF00623724";1;2;2019;4;7;285;1;1;1;1
"TQRMNOQYTHJMLPCDEFNFF00623758";1;1;2019;4;7;233;1;1;2;1
"TQRMNOQYTHJMLPCDEFNFF00623758";1;2;2019;4;7;233;1;2;2;2
"TQRMNOQYVHJLKOCDEFNFF00623766";2;1;2019;4;7;285;1;1;1;1
"TQRMNOQYWHJLKOCDEFNFF00623780";1;1;2019;4;7;285;1;1;2;1
"TQRMNORPPHJMLMCDEFNFF00623670";1;1;2019;4;7;232;1;1;1;1
"TQRMNORPPHJMLMCDEFNFF00623670";1;2;2019;4;7;232;1;1;1;1
"TQRMNORPPHJMLMCDEFNFF00623670";1;3;2019;4;7;232;1;1;1;1
"TQRMNORPPHJMLMCDEFNFF00623670";1;4;2019;4;7;232;1;1;1;1
"TQRMNORPPHJMLMCDEFNFF00623670";1;5;2019;4;7;232;1;1;1;1
"TQRMNORPPHJMLPCDEFNFF00623769";1;1;2019;4;7;233;1;1;2;1
"TQRMNORPRHJMKTCDEFNFF00629496";2;1;2019;4;7;638;1;2;2;1
"TQRMNORPRHJMLMCDEFNFF00623737";1;1;2019;4;7;232;2;1;1;1
"TQRMNORPRHJMLMCDEFNFF00623737";1;2;2019;4;7;232;2;1;1;1
"TQRMNORPRHJMLMCDEFNFF00623737";1;3;2019;4;7;232;2;1;1;1
"TQRMNORPSHJMKTCDEFNFF00623715";1;1;2019;4;7;638;2;1;2;1
"TQRMNORPSHJMKTCDEFNFF00623715";1;2;2019;4;7;638;2;1;2;1
"TQRMNORPSHJMLMCDEFNFF00623691";1;1;2019;4;7;232;2;1;1;1
"TQRMNORPSHJMLMCDEFNFF00623691";1;2;2019;4;7;232;2;1;1;1
"TQRMNORPSHJMLMCDEFNFF00623691";1;3;2019;4;7;232;2;1;1;1
"TQRMNORPSHJOKPCDEFNFF00623688";1;1;2019;4;7;274;1;1;2;1
"TQRMNORPTHJMKTCDEFNFF00623706";1;1;2019;4;7;638;1;2;2;2
"TQRMNORPTHJMKTCDEFNFF00623706";1;2;2019;4;7;638;1;2;2;2
"TQRMNORPTHJMKTCDEFNFF00623706";1;3;2019;4;7;638;1;1;2;1
"TQRMNORPUHJOKPCDEFNFF00629415";2;1;2019;4;7;274;1;1;2;1
"TQRMNORPUHJOKPCDEFNFF00629415";2;2;2019;4;7;274;1;1;2;1
"TQRMNORPVHJMLPCDEFNFF00623707";1;1;2019;4;7;233;1;1;2;1
"TQRMNORPWHJMLPCDEFNFF00623739";1;1;2019;4;7;233;1;1;2;1
"TQRMNORPWHJMLPCDEFNFF00623739";1;2;2019;4;7;233;1;2;2;1
"TQRMNORQQHMMLMCDEFNFF00641451";1;1;2019;4;7;276;1;1;1;1
"TQRMNORQSHMMLMCDEFNFF00641390";1;1;2019;4;7;276;1;1;2;1
"TQRMNORQSHMMLMCDEFNFF00641390";1;2;2019;4;7;276;1;1;2;1
"TQRMNORQUHMMLMCDEFNFF00641485";1;1;2019;4;7;276;1;1;2;1
"TQRMNORQUHMMLMCDEFNFF00641485";1;2;2019;4;7;276;1;1;2;1
"TQRMNORQUHMMLMCDEFNFF00641485";1;3;2019;4;7;276;1;2;2;2
"TQRMNORQVHMMLMCDEFNFF00641415";1;1;2019;4;7;276;1;1;2;1
"TQRMNORQVHMMLMCDEFNFF00641415";1;2;2019;4;7;276;1;1;2;1
"TQRMNORQWHKOKTCDEFNFF00618169";1;1;2019;4;7;289;1;2;2;2
"TQRMNORQWHKOKTCDEFNFF00618169";1;3;2019;4;7;289;1;2;2;2
"TQRMNORQWHKOKTCDEFNFF00618169";1;4;2019;4;7;289;1;2;2;2
"TQRMNORQWHKOKTCDEFNFF00618169";1;5;2019;4;7;289;1;2;2;2
"TQRMNORQWHLMKQCDEFNFF00647517";1;1;2019;4;7;288;1;1;1;1
"TQRMNORQWHLMKQCDEFNFF00647517";1;2;2019;4;7;288;1;1;2;1
"TQRMNORQWHLMKQCDEFNFF00647517";1;3;2019;4;7;288;1;1;1;1
"TQRMNORQWHLMKQCDEFNFF00647517";1;4;2019;4;7;288;1;1;1;1
"TQRMNORQXHLMKQCDEFNFF00647450";1;1;2019;4;7;288;2;1;1;1
"TQRMNORQXHLMKQCDEFNFF00647450";1;2;2019;4;7;288;2;1;2;1
"TQRMNORQXHLMKQCDEFNFF00647450";1;3;2019;4;7;288;2;1;2;1
"TQRMNORQXHLMKQCDEFNFF00647450";1;4;2019;4;7;288;2;1;2;1
"TQRMNORQYHLMKQCDEFNFF00647460";1;1;2019;4;7;288;2;2;2;2
"TQRMNORQYHLMKQCDEFNFF00647460";1;2;2019;4;7;288;2;1;2;1
"TQRMNORQYHLMKQCDEFNFF00647460";1;3;2019;4;7;288;2;1;1;1
"TQRMNORRSHLKKUCDEFNFF00647494";1;1;2019;4;7;322;1;1;1;1
"TQRMNORRSHLKKUCDEFNFF00647494";1;2;2019;4;7;322;1;1;2;1
"TQRMNORRSHLKKUCDEFNFF00647494";1;3;2019;4;7;322;1;1;1;1
"TQRMNORRTHLKKUCDEFNFF00647495";1;1;2019;4;7;322;1;1;2;1
"TQRMNORRUHJOKSCDEFNFF00623746";1;1;2019;4;7;337;1;2;2;2
"TQRMNORRUHJOKSCDEFNFF00623746";1;2;2019;4;7;337;1;1;1;1
"TQRMNORRUHJOKSCDEFNFF00623746";1;3;2019;4;7;337;1;2;2;1
"TQRMNORRUHLKKUCDEFNFF00647540";1;1;2019;4;7;322;1;1;2;1
"TQRMNORRVHJOLLCDEFNFF00623750";1;1;2019;4;7;319;1;2;2;1
"TQRMNORRVHJOLLCDEFNFF00623750";1;2;2019;4;7;319;1;2;2;1
"TQRMNORRVHJOLLCDEFNFF00623750";1;4;2019;4;7;319;1;1;1;1
"TQRMNORRVHKNLQCDEFNFF00618220";1;1;2019;4;7;261;2;2;2;1
"TQRMNORRVHKNLQCDEFNFF00618220";1;2;2019;4;7;261;2;1;2;1
"TQRMNORRVHKNLQCDEFNFF00618220";1;3;2019;4;7;261;2;1;1;1
"TQRMNORRVHKNLQCDEFNFF00618220";1;4;2019;4;7;261;2;1;1;1
"TQRMNORRWHJOKSCDEFNFF00623729";1;1;2019;4;7;337;2;1;1;1
"TQRMNORRWHJOKSCDEFNFF00623729";1;2;2019;4;7;337;2;1;1;1
"TQRMNORRWHJOKSCDEFNFF00623729";1;3;2019;4;7;337;2;1;1;1
"TQRMNORRWHJOKSCDEFNFF00623729";1;4;2019;4;7;337;2;1;1;1
"TQRMNORRWHJOLLCDEFNFF00623714";1;1;2019;4;7;319;1;2;2;1
"TQRMNORRWHJOLLCDEFNFF00623714";1;2;2019;4;7;319;1;1;1;2
"TQRMNORRWHKNLQCDEFNFF00618124";3;1;2019;4;7;261;2;2;2;2
"TQRMNORRWHKNLQCDEFNFF00618124";3;2;2019;4;7;261;2;1;2;1
"TQRMNORRWHKNLQCDEFNFF00618124";3;3;2019;4;7;261;2;1;1;2
"TQRMNORRWHKNLQCDEFNFF00618124";3;4;2019;4;7;261;2;2;2;2
"TQRMNORRXHJOKSCDEFNFF00623723";1;1;2019;4;7;337;1;2;2;2
"TQRMNORRXHJOKSCDEFNFF00623723";1;2;2019;4;7;337;1;2;2;2
"TQRMNORRXHJOKSCDEFNFF00623723";1;3;2019;4;7;337;1;2;2;2
"TQRMNORRXHKNLQCDEFNFF00618163";1;1;2019;4;7;261;2;1;2;1
"TQRMNORRXHKNLQCDEFNFF00618163";1;2;2019;4;7;261;2;1;2;1
"TQRMNORRYHJOLLCDEFNFF00623690";1;1;2019;4;7;319;2;1;1;1
"TQRMNORRYHJOLLCDEFNFF00623690";1;2;2019;4;7;319;2;1;1;1
"TQRMNORRYHJOLLCDEFNFF00623690";1;3;2019;4;7;319;2;1;1;1
"TQRMNORRYHJOLLCDEFNFF00623690";1;4;2019;4;7;319;2;1;1;1
"TQRMNORRYHKNLQCDEFNFF00618216";1;1;2019;4;7;261;2;1;2;1
"TQRMNORRYHKNLQCDEFNFF00618216";1;2;2019;4;7;261;2;1;2;1
"TQRMNORRYHKNLQCDEFNFF00618216";1;3;2019;4;7;261;2;1;1;2
"TQRMNORRYHKNLQCDEFNFF00618216";1;4;2019;4;7;261;2;2;1;2
"TQRMNORRYHKNLQCDEFNFF00618216";1;5;2019;4;7;261;2;2;2;2
"TQRMNORSPHKNLQCDEFNFF00618164";1;1;2019;4;7;261;2;1;2;1
"TQRMNORSPHKNLQCDEFNFF00618164";1;2;2019;4;7;261;2;1;2;1
"TQRMNORSPHKNLQCDEFNFF00618164";1;3;2019;4;7;261;2;1;1;1
"TQRMNORSPHKNLQCDEFNFF00618164";1;4;2019;4;7;261;2;1;1;1
"TQRMNORSPHKNLQCDEFNFF00618164";1;5;2019;4;7;261;2;1;1;1
"TQRMNORSPHKNLQCDEFNFF00618164";1;6;2019;4;7;261;2;1;1;1
"TQRMNORSPHKNLQCDEFNFF00618164";1;7;2019;4;7;261;2;1;1;1
"TQRMNORSPHKNLQCDEFNFF00618164";1;8;2019;4;7;261;2;1;1;1
"TQRMNORSPHKNLQCDEFNFF00618164";1;9;2019;4;7;261;2;1;1;1
"TQRMNORSPHKNLQCDEFNFF00618164";1;10;2019;4;7;261;2;1;1;1
"TQRMNORSQHLOKOCDEFNFF00647446";1;1;2019;4;7;268;1;1;1;1
"TQRMNORSQHLOKOCDEFNFF00647446";1;2;2019;4;7;268;1;1;1;1
"TQRMNORSQHLOKOCDEFNFF00647446";1;3;2019;4;7;268;1;1;1;1
"TQRMNORSQHLOKOCDEFNFF00647446";1;4;2019;4;7;268;1;1;1;1
"TQRMNORSQHLOKOCDEFNFF00647446";1;5;2019;4;7;268;1;2;2;2
"TQRMNORSRHLOKOCDEFNFF00647562";1;1;2019;4;7;268;1;2;2;1
"TQRMNORSRHLOKOCDEFNFF00647562";1;2;2019;4;7;268;1;2;2;1
"TQRMNORSRHLOKOCDEFNFF00647562";1;3;2019;4;7;268;1;2;2;1
"TQRMNORSRHLOKOCDEFNFF00647562";1;4;2019;4;7;268;1;2;2;1
"TQRMNORSSHLKKNCDEFNFF00647533";1;1;2019;4;7;270;1;1;1;1
"TQRMNORSSHLOKOCDEFNFF00647563";1;1;2019;4;7;268;1;1;1;1
"TQRMNORSSHLOKOCDEFNFF00647563";1;2;2019;4;7;268;1;1;1;1
"TQRMNORSSHLOKOCDEFNFF00647563";1;3;2019;4;7;268;1;1;1;1
"TQRMNORSSHLOKOCDEFNFF00647563";1;4;2019;4;7;268;1;1;1;1
"TQRMNORSSHLOKOCDEFNFF00647563";1;5;2019;4;7;268;1;1;1;1
"TQRMNORSTHLKKNCDEFNFF00647534";1;1;2019;4;7;270;1;1;1;1
"TQRMNORSTHLKKNCDEFNFF00647534";1;2;2019;4;7;270;1;1;1;1
"TQRMNORSYHLNLPCDEFNFF00647548";1;1;2019;4;7;274;2;1;2;1
"TQRMNORSYHLNLPCDEFNFF00647548";1;2;2019;4;7;274;2;1;2;1
"TQRMNORSYHLNLPCDEFNFF00647548";1;3;2019;4;7;274;2;1;2;1
"TQRMNORSYHLNLPCDEFNFF00647548";1;4;2019;4;7;274;2;2;2;2
"TQRMNORSYHLNLPCDEFNFF00647548";1;5;2019;4;7;274;2;1;2;1
"TQRMNORTPHLNLPCDEFNFF00647558";1;1;2019;4;7;274;1;1;2;1
"TQRMNORTPHLNLPCDEFNFF00647558";1;2;2019;4;7;274;1;1;2;1
"TQRMNORTPHLNLPCDEFNFF00647558";1;3;2019;4;7;274;1;2;2;2
"TQRMNORTPHLNLPCDEFNFF00647558";1;4;2019;4;7;274;1;1;2;1
"TQRMNORTSHLNLPCDEFNFF00647500";1;1;2019;4;7;274;1;2;2;2
"TQRMNORTTHKMLNCDEFNFF00618181";1;1;2019;4;7;264;1;1;2;1
"TQRMNORTTHKMLNCDEFNFF00618181";1;2;2019;4;7;264;1;1;2;1
"TQRMNORTTHKMLNCDEFNFF00618181";1;3;2019;4;7;264;1;1;2;1
"TQRMNORTTHKMLNCDEFNFF00618181";1;4;2019;4;7;264;1;1;2;1
"TQRMNORTTHKMLNCDEFNFF00618181";1;5;2019;4;7;264;1;1;2;1
"TQRMNORTTHKMLPCDEFNFF00618195";1;3;2019;4;7;213;3;1;2;1
"TQRMNORTTHKMLPCDEFNFF00618195";1;4;2019;4;7;213;3;1;1;1
"TQRMNORTUHKMLNCDEFNFF00618196";1;1;2019;4;7;264;1;1;2;1
"TQRMNORTUHKMLNCDEFNFF00618196";1;2;2019;4;7;264;1;1;2;1
"TQRMNORTUHKMLNCDEFNFF00618196";1;3;2019;4;7;264;1;1;2;1
"TQRMNORTUHLMKRCDEFNFF00647547";1;1;2019;4;7;261;2;1;1;1
"TQRMNORTUHLMKRCDEFNFF00647547";1;2;2019;4;7;261;2;1;1;1
"TQRMNORTUHLMKRCDEFNFF00647547";1;3;2019;4;7;261;2;1;1;1
"TQRMNORTUHLMKRCDEFNFF00647547";1;4;2019;4;7;261;2;1;1;1
"TQRMNORTUHLMKRCDEFNFF00647547";1;5;2019;4;7;261;2;1;1;1
"TQRMNORTWHKMKNCDEFNFF00618153";2;1;2019;4;7;310;1;1;2;1
"TQRMNORTWHKMLPCDEFNFF00618150";1;1;2019;4;7;213;2;2;2;1
"TQRMNORTWHKMLPCDEFNFF00618150";1;2;2019;4;7;213;2;1;2;1
"TQRMNORTWHKMLPCDEFNFF00618150";1;3;2019;4;7;213;2;1;2;1
"TQRMNORTWHKMLPCDEFNFF00618150";1;4;2019;4;7;213;2;2;2;1
"TQRMNORTWHLMKRCDEFNFF00647544";1;1;2019;4;7;261;2;1;2;1
"TQRMNORTWHLMKRCDEFNFF00647544";1;2;2019;4;7;261;2;1;1;1
"TQRMNORTWHLMKRCDEFNFF00647544";1;3;2019;4;7;261;2;1;1;1
"TQRMNORTWHMLKSCDEFNFF00641498";1;1;2019;4;7;317;2;1;2;1
"TQRMNORTWHMLKSCDEFNFF00641498";1;2;2019;4;7;317;2;1;2;1
"TQRMNORTWHMOKQCDEFNFF00641404";1;1;2019;4;7;295;1;1;2;1
"TQRMNORTXHKMLPCDEFNFF00618251";1;1;2019;4;7;213;1;2;2;2
"TQRMNORTXHMLKSCDEFNFF00641407";1;1;2019;4;7;317;1;1;2;1
"TQRMNORTXHMLKSCDEFNFF00641407";1;2;2019;4;7;317;1;2;2;2
"TQRMNORTXHMOKQCDEFNFF00641384";1;1;2019;4;7;295;1;2;2;1
"TQRMNORTXHMOKQCDEFNFF00641384";1;2;2019;4;7;295;1;1;1;1
"TQRMNORTYHJLLQCDEFNFF00623709";1;1;2019;4;7;286;1;1;2;1
"TQRMNORTYHJLLQCDEFNFF00623709";1;4;2019;4;7;286;1;1;1;1
"TQRMNORTYHJLLQCDEFNFF00623709";1;5;2019;4;7;286;1;1;2;2
"TQRMNORTYHLOLQCDEFNFF00647504";1;1;2019;4;7;267;1;1;2;1
"TQRMNORTYHLOLQCDEFNFF00647504";1;2;2019;4;7;267;1;1;2;1
"TQRMNORTYHLOLQCDEFNFF00647504";1;3;2019;4;7;267;1;1;2;1
"TQRMNORTYHLOLQCDEFNFF00647504";1;4;2019;4;7;267;1;1;2;1
"TQRMNORTYHLOLQCDEFNFF00647504";1;5;2019;4;7;267;1;1;2;1
"TQRMNORTYHLOLQCDEFNFF00647504";1;6;2019;4;7;267;1;2;2;1
"TQRMNORTYHMLKSCDEFNFF00641439";2;1;2019;4;7;317;1;1;1;1
"TQRMNORTYHMLKSCDEFNFF00641439";2;2;2019;4;7;317;1;1;1;1
"TQRMNORTYHMOKQCDEFNFF00641385";1;1;2019;4;7;295;2;1;2;1
"TQRMNORTYHMOKQCDEFNFF00641385";1;2;2019;4;7;295;2;1;2;1
"TQRMNORTYHMOKQCDEFNFF00641385";1;3;2019;4;7;295;2;1;2;1
"TQRMNORUPHKMKNCDEFNFF00618235";1;1;2019;4;7;310;1;1;2;1
"TQRMNORUPHLOLQCDEFNFF00647525";1;1;2019;4;7;267;1;2;2;1
"TQRMNORUPHLOLQCDEFNFF00647525";1;2;2019;4;7;267;1;2;2;1
"TQRMNORUPHLOLQCDEFNFF00647525";1;3;2019;4;7;267;1;2;2;1
"TQRMNORUPHMLKSCDEFNFF00641393";1;1;2019;4;7;317;1;2;2;2
"TQRMNORUPHMLKSCDEFNFF00641393";1;2;2019;4;7;317;1;1;2;1
"TQRMNORUQHKMKNCDEFNFF00618151";1;1;2019;4;7;310;1;1;1;1
"TQRMNORUQHKMKNCDEFNFF00618151";1;2;2019;4;7;310;1;1;2;1
"TQRMNORUQHKMKNCDEFNFF00618151";1;3;2019;4;7;310;1;1;2;1
"TQRMNORUQHMOKQCDEFNFF00641386";1;1;2019;4;7;295;1;1;1;1
"TQRMNORUQHMOKQCDEFNFF00641386";1;2;2019;4;7;295;1;1;1;1
"TQRMNORUQHMOKQCDEFNFF00641386";1;3;2019;4;7;295;1;2;2;2
"TQRMNORUVHJLLQCDEFNFF00623679";1;1;2019;4;7;286;1;1;2;1
"TQRMNORUVHJLLQCDEFNFF00623679";1;2;2019;4;7;286;1;1;1;1
"TQRMNORUWHJLLQCDEFNFF00623736";1;1;2019;4;7;286;2;1;1;1
"TQRMNORUWHJLLQCDEFNFF00623736";1;2;2019;4;7;286;2;1;1;1
"TQRMNORUWHLOLQCDEFNFF00647505";1;1;2019;4;7;267;1;2;2;2
"TQRMNORUWHMLKNCDEFNFF00641400";1;1;2019;4;7;183;1;1;1;1
"TQRMNORUWHMOKUCDEFNFF00647492";1;1;2019;4;7;306;1;2;2;2
"TQRMNORUXHJLLQCDEFNFF00647476";1;1;2019;4;7;286;1;1;1;1
"TQRMNORUXHLOLQCDEFNFF00647488";1;1;2019;4;7;267;1;2;2;1
"TQRMNORUXHLOLQCDEFNFF00647488";1;2;2019;4;7;267;1;2;2;1
"TQRMNORUXHLOLQCDEFNFF00647488";1;3;2019;4;7;267;1;2;2;2
"TQRMNORUXHMLKNCDEFNFF00641378";1;1;2019;4;7;183;1;1;1;1
"TQRMNORUXHMOKUCDEFNFF00641458";1;1;2019;4;7;306;3;1;2;1
"TQRMNORUXHMOKUCDEFNFF00641458";1;2;2019;4;7;306;3;1;1;1
"TQRMNORUXHMOKUCDEFNFF00641458";1;3;2019;4;7;306;3;1;1;1
"TQRMNORUYHLKKUCDEFNFF00647550";1;1;2019;4;7;322;1;1;1;1
"TQRMNORUYHLKKUCDEFNFF00647550";1;2;2019;4;7;322;1;1;1;1
"TQRMNORUYHMLKNCDEFNFF00641387";1;1;2019;4;7;183;1;1;1;1
"TQRMNORUYHMLKNCDEFNFF00641387";1;2;2019;4;7;183;1;1;2;1
"TQRMNORVPHLKKUCDEFNFF00647551";1;1;2019;4;7;322;2;1;1;1
"TQRMNORVPHLKKUCDEFNFF00647551";1;2;2019;4;7;322;2;1;1;1
"TQRMNORVPHLKKUCDEFNFF00647551";1;3;2019;4;7;322;2;1;1;2
"TQRMNORVPHMOKUCDEFNFF00641396";1;1;2019;4;7;306;2;1;1;1
"TQRMNORVPHMOKUCDEFNFF00641396";1;2;2019;4;7;306;2;1;1;1
"TQRMNORVPHMOKUCDEFNFF00641396";1;3;2019;4;7;306;2;1;1;1
"TQRMNORVPHMOKUCDEFNFF00641396";1;4;2019;4;7;306;2;1;1;1
"TQRMNORVPHMOKUCDEFNFF00641396";1;5;2019;4;7;306;2;1;1;1
"TQRMNORVPHMOKUCDEFNFF00641396";1;6;2019;4;7;306;2;2;2;2
"TQRMNORVQHLKKUCDEFNFF00647512";1;1;2019;4;7;322;1;1;1;1
"TQRMNORVQHMNLQCDEFNFF00641420";1;1;2019;4;7;269;2;2;2;1
"TQRMNORVQHMNLQCDEFNFF00641420";1;2;2019;4;7;269;2;1;2;1
"TQRMNORVQHMNLQCDEFNFF00641420";1;3;2019;4;7;269;2;1;2;1
"TQRMNORVQHMNLQCDEFNFF00641420";1;4;2019;4;7;269;2;1;2;1
"TQRMNORVQHMNLQCDEFNFF00641420";1;5;2019;4;7;269;2;2;2;2
"TQRMNORVRHLKKUCDEFNFF00647496";1;1;2019;4;7;322;1;1;1;1
"TQRMNORVRHLKKUCDEFNFF00647496";1;2;2019;4;7;322;1;1;1;1
"TQRMNORVRHLMKSCDEFNFF00647452";1;1;2019;4;7;238;5;1;1;1
"TQRMNORVRHLMKSCDEFNFF00647452";1;2;2019;4;7;238;5;1;1;1
"TQRMNORVRHLMKSCDEFNFF00647452";1;3;2019;4;7;238;5;1;1;1
"TQRMNORVRHLMKSCDEFNFF00647452";1;4;2019;4;7;238;5;1;1;1
"TQRMNORVRHLMKSCDEFNFF00647452";1;5;2019;4;7;238;5;1;1;1
"TQRMNORVRHMNLQCDEFNFF00641394";1;2;2019;4;7;269;2;2;2;1
"TQRMNORVRHMNLQCDEFNFF00641394";1;3;2019;4;7;269;2;1;2;1
"TQRMNORVRHMNLQCDEFNFF00641394";1;4;2019;4;7;269;2;1;2;1
"TQRMNORVRHMNLQCDEFNFF00641394";1;5;2019;4;7;269;2;1;2;1
"TQRMNORVRHMNLQCDEFNFF00641394";1;6;2019;4;7;269;2;2;2;2
"TQRMNORVSHLOLNCDEFNFF00647441";1;1;2019;4;7;114;1;2;2;1
"TQRMNORVSHLOLNCDEFNFF00647441";1;2;2019;4;7;114;1;2;2;2
"TQRMNORVSHLOLNCDEFNFF00647441";1;3;2019;4;7;114;1;2;2;2
"TQRMNORVSHLOLNCDEFNFF00647441";1;4;2019;4;7;114;1;2;2;2
"TQRMNORVSHMNLQCDEFNFF00641455";1;1;2019;4;7;269;2;1;2;1
"TQRMNORVSHMNLQCDEFNFF00641455";1;2;2019;4;7;269;2;1;2;1
"TQRMNORVSHMNLQCDEFNFF00641455";1;3;2019;4;7;269;2;2;2;2
"TQRMNORVUHMNLQCDEFNFF00641373";1;1;2019;4;7;269;1;1;2;1
"TQRMNORVUHMNLQCDEFNFF00641373";1;2;2019;4;7;269;1;1;2;1
"TQRMNORVUHMNLQCDEFNFF00641373";1;3;2019;4;7;269;1;1;2;1
"TQRMNORVVHMNLQCDEFNFF00641456";1;1;2019;4;7;269;1;1;2;1
"TQRMNORVVHMNLQCDEFNFF00641456";1;2;2019;4;7;269;1;1;2;1
"TQRMNORVVHMNLQCDEFNFF00641456";1;3;2019;4;7;269;1;1;2;1
"TQRMNORVVHMNLQCDEFNFF00641456";1;4;2019;4;7;269;1;1;2;1
"TQRMNORVVHMNLQCDEFNFF00641456";1;5;2019;4;7;269;1;1;2;1
"TQRMNORVVHMNLQCDEFNFF00641456";1;6;2019;4;7;269;1;1;2;1
"TQRMNORVXHKMLNCDEFNFF00618245";2;1;2019;4;7;264;2;1;2;1
"TQRMNORVXHKMLNCDEFNFF00618245";2;2;2019;4;7;264;2;1;2;1
"TQRMNORWPHKMLNCDEFNFF00618219";2;1;2019;4;7;264;1;1;2;1
"TQRMNORWXHKLLLCDEFNFF00618228";1;1;2019;4;7;376;2;1;1;1
"TQRMNORWXHKLLLCDEFNFF00618228";1;2;2019;4;7;376;2;1;1;1
"TQRMNORWYHKLLLCDEFNFF00618174";1;1;2019;4;7;376;1;1;1;1
"TQRMNORWYHKLLLCDEFNFF00618174";1;2;2019;4;7;376;1;1;1;1
"TQRMNORXPHKLLLCDEFNFF00618175";1;1;2019;4;7;376;1;1;1;1
"TQRMNORXPHKLLLCDEFNFF00618175";1;2;2019;4;7;376;1;1;2;1
"TQRMNORXPHKLLLCDEFNFF00618175";1;3;2019;4;7;376;1;1;1;1
"TQRMNORXPHKLLLCDEFNFF00618175";1;4;2019;4;7;376;1;1;1;1
