CODUSU;NRO_HOGAR;COMPONENTE;ANO4;TRIMESTRE;AGLOMERADO;POND_TIC;RESPONDENTE;IP_III_04;IP_III_05;IP_III_06
"TQRMNORVQHMOLQCDEHNHB00644065";1;2;2019;4;27;277;2;1;1;1
"TQRMNORVQHMOLQCDEHNHB00644065";1;3;2019;4;27;277;2;1;2;1
"TQRMNORVRHMOLQCDEHNHB00644226";1;1;2019;4;27;277;2;1;2;1
"TQRMNORVRHMOLQCDEHNHB00644226";1;2;2019;4;27;277;2;1;2;1
"TQRMNORVRHMOLQCDEHNHB00644226";1;3;2019;4;27;277;2;2;2;2
"TQRMNORVTHJKKMCDEHNHB00649896";1;1;2019;4;27;256;2;1;1;1
"TQRMNORVTHJKKMCDEHNHB00649896";1;2;2019;4;27;256;2;1;1;1
"TQRMNORVTHKOKPCDEHNHB00620432";1;1;2019;4;27;302;2;2;2;1
"TQRMNORVTHKOKPCDEHNHB00620432";1;2;2019;4;27;302;2;2;2;1
"TQRMNORVVHLMKUCDEHNHB00649853";1;1;2019;4;27;257;1;2;2;2
"TQRMNORVWHKMKTCDEHNHB00620417";1;1;2019;4;27;248;5;2;2;1
"TQRMNORVWHKMKTCDEHNHB00620417";1;2;2019;4;27;248;5;2;2;1
"TQRMNORVWHKMKTCDEHNHB00620417";1;3;2019;4;27;248;5;2;2;1
"TQRMNORVWHKMKTCDEHNHB00620417";1;4;2019;4;27;248;5;2;2;1
"TQRMNORVWHKMKTCDEHNHB00620417";1;5;2019;4;27;248;5;2;2;1
"TQRMNORVWHKMKTCDEHNHB00620417";1;6;2019;4;27;248;5;2;2;1
"TQRMNORVWHKMKTCDEHNHB00620417";1;7;2019;4;27;248;5;2;2;1
"TQRMNORVWHKMKTCDEHNHB00620417";1;8;2019;4;27;248;5;2;2;1
"TQRMNORVWHLMKUCDEHNHB00649908";1;1;2019;4;27;257;1;1;2;1
"TQRMNORVWHLMKUCDEHNHB00649908";1;2;2019;4;27;257;1;1;2;1
"TQRMNORVXHKMKTCDEHNHB00620421";1;1;2019;4;27;248;1;2;2;1
"TQRMNORVXHKMKTCDEHNHB00620421";1;2;2019;4;27;248;1;2;2;2
"TQRMNORVXHKMKTCDEHNHB00620421";1;3;2019;4;27;248;1;2;2;2
"TQRMNORVXHLMKUCDEHNHB00649749";1;1;2019;4;27;257;1;1;2;1
"TQRMNORVXHLMKUCDEHNHB00649749";1;2;2019;4;27;257;1;1;2;1
"TQRMNORWPHKMKTCDEHNHB00620422";1;1;2019;4;27;248;1;2;2;1
"TQRMNORWPHKMKTCDEHNHB00620422";1;2;2019;4;27;248;1;2;2;1
"TQRMNORWPHKMKTCDEHNHB00620422";1;3;2019;4;27;248;1;2;2;1
"TQRMNORWPHKMKTCDEHNHB00620422";1;4;2019;4;27;248;1;2;2;1
"TQRMNORWPHKMKTCDEHNHB00620422";1;5;2019;4;27;248;1;2;2;2
"TQRMNORWPHKMKTCDEHNHB00620422";2;1;2019;4;27;248;1;2;2;2
"TQRMNORWUHKOKMCDEHNHB00644268";1;1;2019;4;27;75;1;2;2;1
"TQRMNORWUHKOKMCDEHNHB00644268";1;2;2019;4;27;75;1;2;2;1
"TQRMNORWVHKKKOCDEHNHB00644057";1;1;2019;4;27;54;1;1;2;1
"TQRMNORWVHKKKOCDEHNHB00644057";1;2;2019;4;27;54;1;1;2;1
"TQRMNORWVHLOLPCDEHNHB00649863";1;1;2019;4;27;275;2;1;2;1
"TQRMNORWVHLOLPCDEHNHB00649863";1;2;2019;4;27;275;2;1;1;1
"TQRMNORWWHKKKOCDEHNHB00644152";1;1;2019;4;27;54;2;2;2;1
"TQRMNORWWHKKKOCDEHNHB00644152";1;2;2019;4;27;54;2;2;2;1
"TQRMNORWWHLOLPCDEHNHB00649781";1;1;2019;4;27;275;2;1;2;1
"TQRMNORWWHLOLPCDEHNHB00649781";1;2;2019;4;27;275;2;1;2;1
"TQRMNORWWHLOLPCDEHNHB00649781";1;3;2019;4;27;275;2;2;2;2
"TQRMNORWWHMLLTCDEHNHB00644150";1;1;2019;4;27;286;1;1;1;1
"TQRMNORWWHMLLTCDEHNHB00644150";1;2;2019;4;27;286;1;1;1;1
"TQRMNORWWHMLLTCDEHNHB00644150";1;3;2019;4;27;286;1;1;1;1
"TQRMNORWWHMLLTCDEHNHB00644150";1;4;2019;4;27;286;1;1;1;1
"TQRMNORWWHMOKQCDEHNHB00644223";1;1;2019;4;27;425;1;1;1;1
"TQRMNORWWHMOKQCDEHNHB00644223";1;2;2019;4;27;425;1;1;1;1
"TQRMNORWWHMOKQCDEHNHB00644223";1;3;2019;4;27;425;1;1;1;2
"TQRMNORWWHMOKQCDEHNHB00644223";1;4;2019;4;27;425;1;2;2;2
"TQRMNORWXHKKKOCDEHNHB00644107";1;1;2019;4;27;54;2;1;2;1
"TQRMNORWXHKKKOCDEHNHB00644107";1;2;2019;4;27;54;2;1;2;1
"TQRMNORWXHKKKOCDEHNHB00644107";1;3;2019;4;27;54;2;1;2;1
"TQRMNORWXHKKKOCDEHNHB00644107";1;4;2019;4;27;54;2;1;2;2
"TQRMNORWXHKOKMCDEHNHB00644134";1;1;2019;4;27;75;2;1;1;1
"TQRMNORWXHKOKMCDEHNHB00644134";1;2;2019;4;27;75;2;1;1;1
"TQRMNORWXHKOKMCDEHNHB00644134";1;3;2019;4;27;75;2;1;1;2
"TQRMNORWXHLOLPCDEHNHB00649816";1;1;2019;4;27;275;1;1;1;1
"TQRMNORWXHLOLQCDEHNHB00649760";1;1;2019;4;27;275;2;2;1;2
"TQRMNORWXHLOLQCDEHNHB00649760";1;2;2019;4;27;275;2;1;2;1
"TQRMNORWXHLOLQCDEHNHB00649760";1;3;2019;4;27;275;2;1;1;1
"TQRMNORWXHMLLTCDEHNHB00644118";1;1;2019;4;27;286;1;2;2;2
"TQRMNORWXHMOKQCDEHNHB00644251";1;1;2019;4;27;425;1;1;1;1
"TQRMNORWXHMOKQCDEHNHB00644251";1;2;2019;4;27;425;1;1;1;1
"TQRMNORWXHMOKQCDEHNHB00644251";1;3;2019;4;27;425;1;2;2;2
"TQRMNORWYHJOKSCDEHNHB00626011";1;1;2019;4;27;284;1;2;2;2
"TQRMNORWYHKKKOCDEHNHB00644181";1;2;2019;4;27;54;2;1;2;1
"TQRMNORWYHLOLPCDEHNHB00649824";1;1;2019;4;27;275;1;2;2;2
"TQRMNORWYHLOLPCDEHNHB00649824";1;2;2019;4;27;275;1;2;2;2
"TQRMNORWYHMLLTCDEHNHB00644119";1;1;2019;4;27;286;1;1;2;1
"TQRMNORWYHMLLTCDEHNHB00644119";1;2;2019;4;27;286;1;1;2;1
"TQRMNORWYHMLLTCDEHNHB00644119";1;3;2019;4;27;286;1;1;1;1
"TQRMNORWYHMLLTCDEHNHB00644119";1;4;2019;4;27;286;1;2;2;2
"TQRMNORWYHMLLTCDEHNHB00644119";1;5;2019;4;27;286;1;2;2;2
"TQRMNORWYHMOKQCDEHNHB00644157";1;1;2019;4;27;425;2;1;1;1
"TQRMNORWYHMOKQCDEHNHB00644157";1;2;2019;4;27;425;2;1;1;1
"TQRMNORWYHMOKQCDEHNHB00644157";1;4;2019;4;27;425;2;2;2;2
"TQRMNORXPHJMLPCDEHNHB00626043";1;1;2019;4;27;275;2;1;1;1
"TQRMNORXPHJMLPCDEHNHB00626043";1;2;2019;4;27;275;2;1;1;1
"TQRMNORXPHJMLPCDEHNHB00626043";1;3;2019;4;27;275;2;2;2;2
"TQRMNORXPHJOKSCDEHNHB00625990";1;1;2019;4;27;284;2;1;2;1
"TQRMNORXPHJOKSCDEHNHB00625990";1;2;2019;4;27;284;2;1;2;1
"TQRMNORXPHJOKSCDEHNHB00625990";1;3;2019;4;27;284;2;1;2;1
"TQRMNORXPHKKKOCDEHNHB00644072";1;1;2019;4;27;54;2;1;2;1
"TQRMNORXPHKKKOCDEHNHB00644072";1;2;2019;4;27;54;2;1;2;1
"TQRMNORXPHKKKOCDEHNHB00644072";1;3;2019;4;27;54;2;1;1;1
"TQRMNORXPHKKKOCDEHNHB00644072";1;4;2019;4;27;54;2;1;1;1
"TQRMNORXPHKKKOCDEHNHB00644072";1;5;2019;4;27;54;2;2;2;2
"TQRMNORXPHKKKOCDEHNHB00644072";1;6;2019;4;27;54;2;2;2;2
"TQRMNORXPHLOLPCDEHNHB00649864";1;1;2019;4;27;275;2;1;1;1
"TQRMNORXPHLOLPCDEHNHB00649864";1;2;2019;4;27;275;2;1;1;1
"TQRMNORXPHMLLTCDEHNHB00644229";1;1;2019;4;27;286;3;1;2;1
"TQRMNORXPHMLLTCDEHNHB00644229";1;2;2019;4;27;286;3;1;2;1
"TQRMNORXPHMLLTCDEHNHB00644229";1;3;2019;4;27;286;3;1;1;1
"TQRMNORXPHMOKQCDEHNHB00644142";1;1;2019;4;27;425;1;1;1;1
"TQRMNORXPHMOKQCDEHNHB00644142";1;2;2019;4;27;425;1;1;1;1
"TQRMNORXPHMOKQCDEHNHB00644142";1;3;2019;4;27;425;1;2;2;2
"TQRMNORXQHJMLPCDEHNHB00625942";1;1;2019;4;27;275;1;1;2;1
"TQRMNORXQHJOKSCDEHNHB00625960";1;1;2019;4;27;284;2;1;2;1
"TQRMNORXQHJOKSCDEHNHB00625960";1;2;2019;4;27;284;2;1;2;1
"TQRMNORXQHJOKSCDEHNHB00625960";1;3;2019;4;27;284;2;1;2;1
"TQRMNORXQHMLLTCDEHNHB00644071";1;1;2019;4;27;286;2;2;2;2
"TQRMNORXQHMLLTCDEHNHB00644071";1;2;2019;4;27;286;2;1;1;1
"TQRMNORXRHJOKSCDEHNHB00625907";1;1;2019;4;27;284;1;1;2;1
"TQRMNORXRHJOKSCDEHNHB00625907";1;2;2019;4;27;284;1;1;2;1
"TQRMNORXRHJOKSCDEHNHB00625907";1;3;2019;4;27;284;1;1;2;1
"TQRMNORXRHJOKSCDEHNHB00625907";1;4;2019;4;27;284;1;2;2;2
"TQRMNORXRHLOLQCDEHNHB00649812";1;1;2019;4;27;275;1;1;1;1
"TQRMNORXRHLOLQCDEHNHB00649812";1;2;2019;4;27;275;1;1;1;1
"TQRMNORXSHJOKSCDEHNHB00625953";1;1;2019;4;27;284;3;1;2;1
"TQRMNORXSHJOKSCDEHNHB00625953";1;3;2019;4;27;284;3;1;2;1
"TQRMNORXSHJOKSCDEHNHB00625953";1;4;2019;4;27;284;3;1;2;1
"TQRMNORXSHJOKSCDEHNHB00625953";1;5;2019;4;27;284;3;1;2;1
"TQRMNORXSHJOKSCDEHNHB00625953";1;6;2019;4;27;284;3;2;2;2
"TQRMNORXTHLOLQCDEHNHB00649826";1;1;2019;4;27;275;1;1;1;1
"TQRMNORXUHLOLQCDEHNHB00649856";1;1;2019;4;27;275;2;1;1;1
"TQRMNORXUHLOLQCDEHNHB00649856";1;2;2019;4;27;275;2;1;1;1
"TQRMNORXUHLOLQCDEHNHB00649856";1;3;2019;4;27;275;2;1;1;1
"TQRMNORXUHLOLQCDEHNHB00649856";1;4;2019;4;27;275;2;1;1;1
"TQRMNORXWHJMLRCDEHNHB00626013";1;1;2019;4;27;265;1;1;2;1
"TQRMNORXXHJMLRCDEHNHB00626014";1;1;2019;4;27;265;2;1;2;1
"TQRMNORXXHJMLRCDEHNHB00626014";1;2;2019;4;27;265;2;1;2;1
"TQRMNORXXHJMLRCDEHNHB00626014";1;3;2019;4;27;265;2;2;2;2
"TQRMNORXXHJMLRCDEHNHB00626014";1;4;2019;4;27;265;2;2;2;2
"TQRMNORXXHKMKOCDEHNHB00620471";1;1;2019;4;27;254;3;1;1;1
"TQRMNORXXHKMKOCDEHNHB00620471";1;2;2019;4;27;254;3;1;1;1
"TQRMNORXXHKMKOCDEHNHB00620471";1;3;2019;4;27;254;3;1;1;1
"TQRMNORXXHKMKOCDEHNHB00620471";1;4;2019;4;27;254;3;1;1;1
"TQRMNORXYHJMLRCDEHNHB00626036";1;1;2019;4;27;265;4;1;2;1
"TQRMNORXYHJMLRCDEHNHB00626036";1;3;2019;4;27;265;4;1;2;1
"TQRMNORXYHJMLRCDEHNHB00626036";1;4;2019;4;27;265;4;1;2;1
"TQRMNORXYHJMLRCDEHNHB00626036";1;5;2019;4;27;265;4;2;2;2
"TQRMNORXYHJMLRCDEHNHB00626036";1;6;2019;4;27;265;4;1;2;1
"TQRMNORXYHKMKOCDEHNHB00620531";1;1;2019;4;27;254;2;1;1;1
"TQRMNORXYHKMKOCDEHNHB00620531";1;2;2019;4;27;254;2;1;1;1
"TQRMNORXYHKMKOCDEHNHB00620531";1;4;2019;4;27;254;2;2;2;2
"TQRMNORYPHJMLRCDEHNHB00626015";1;1;2019;4;27;265;1;1;2;1
"TQRMNORYPHKMKOCDEHNHB00620453";1;1;2019;4;27;254;1;1;2;1
"TQRMNORYPHKMKOCDEHNHB00620453";1;2;2019;4;27;254;1;1;1;1
"TQRMNORYQHJMLRCDEHNHB00626016";1;1;2019;4;27;265;4;1;2;1
"TQRMNORYQHJMLRCDEHNHB00626016";1;4;2019;4;27;265;4;1;2;1
"TQRMNORYSHKMKUCDEHNHB00620540";1;1;2019;4;27;255;1;2;2;2
"TQRMNORYTHLOLNCDEHNHB00649821";1;1;2019;4;27;281;1;1;2;1
"TQRMNORYUHKMKUCDEHNHB00620527";1;1;2019;4;27;255;2;1;1;1
"TQRMNORYUHKMKUCDEHNHB00620527";1;2;2019;4;27;255;2;1;2;1
"TQRMNORYUHKMKUCDEHNHB00620527";1;4;2019;4;27;255;2;1;1;1
"TQRMNORYUHKMKUCDEHNHB00620527";1;5;2019;4;27;255;2;1;9;1
"TQRMNORYVHJMLPCDEHNHB00625966";1;1;2019;4;27;275;1;1;1;1
"TQRMNORYVHKMKUCDEHNHB00620501";1;1;2019;4;27;255;1;1;1;1
"TQRMNORYVHKMKUCDEHNHB00620501";1;2;2019;4;27;255;1;1;1;1
"TQRMNORYWHKMKUCDEHNHB00620465";1;1;2019;4;27;255;1;2;2;1
"TQRMNORYYHMMLPCDEHNHB00644116";1;1;2019;4;27;253;1;2;2;2
"TQRMNORYYHMMLPCDEHNHB00644116";1;2;2019;4;27;253;1;2;2;2
"TQRMNORYYHMMLPCDEHNHB00644116";1;3;2019;4;27;253;1;2;2;1
"TQRMNOSPPHMMLOCDEHNHB00644242";1;1;2019;4;27;247;2;2;2;1
"TQRMNOSPPHMMLOCDEHNHB00644242";1;2;2019;4;27;247;2;2;2;1
"TQRMNOSPPHMMLOCDEHNHB00644242";1;3;2019;4;27;247;2;2;2;1
"TQRMNOSPPHMMLOCDEHNHB00644242";1;4;2019;4;27;247;2;2;2;1
"TQRMNOSPQHMMLOCDEHNHB00644122";1;1;2019;4;27;247;2;2;2;1
"TQRMNOSPQHMMLOCDEHNHB00644122";1;2;2019;4;27;247;2;2;2;1
"TQRMNOSPQHMMLOCDEHNHB00644122";1;3;2019;4;27;247;2;2;2;1
"TQRMNOSPQHMMLOCDEHNHB00644122";1;4;2019;4;27;247;2;2;2;1
"TQRMNOSPQHMMLOCDEHNHB00644122";1;5;2019;4;27;247;2;2;2;2
"TQRMNOSPQHMMLOCDEHNHB00644122";1;6;2019;4;27;247;2;2;2;2
"TQRMNOSPQHMMLPCDEHNHB00644252";1;1;2019;4;27;253;2;2;2;2
"TQRMNOSPQHMMLPCDEHNHB00644252";1;2;2019;4;27;253;2;2;2;1
"TQRMNOSPQHMMLPCDEHNHB00644252";1;3;2019;4;27;253;2;2;2;2
"TQRMNOSPRHMMLPCDEHNHB00644117";1;1;2019;4;27;253;1;2;2;1
"TQRMNOSPSHLLKQCDEHNHB00649903";1;1;2019;4;27;293;1;1;1;1
"TQRMNOSPSHLLKQCDEHNHB00649903";1;2;2019;4;27;293;1;1;1;1
"TQRMNOSPSHLLKQCDEHNHB00649903";1;3;2019;4;27;293;1;1;1;1
"TQRMNOSPSHLLKQCDEHNHB00649903";1;4;2019;4;27;293;1;1;1;1
"TQRMNOSPVHLKKNCDEHNHB00649900";1;1;2019;4;27;342;2;1;1;1
"TQRMNOSPVHLKKNCDEHNHB00649900";1;2;2019;4;27;342;2;1;1;1
"TQRMNOSPVHLKKNCDEHNHB00649900";1;3;2019;4;27;342;2;1;1;1
"TQRMNOSPVHLKKNCDEHNHB00649900";1;4;2019;4;27;342;2;1;1;1
"TQRMNOSPVHLKKNCDEHNHB00649900";1;5;2019;4;27;342;2;1;1;1
"TQRMNOSPWHKOLNCDEHNHB00620455";1;1;2019;4;27;249;1;2;2;1
"TQRMNOSPWHKOLNCDEHNHB00620455";1;2;2019;4;27;249;1;2;2;1
"TQRMNOSPWHKOLNCDEHNHB00620455";1;3;2019;4;27;249;1;2;2;1
"TQRMNOSPWHKOLNCDEHNHB00620455";1;4;2019;4;27;249;1;2;2;1
"TQRMNOSPWHLKKNCDEHNHB00649789";1;1;2019;4;27;342;1;1;1;1
"TQRMNOSPXHKOLNCDEHNHB00620518";1;1;2019;4;27;249;3;2;2;2
"TQRMNOSPXHKOLNCDEHNHB00620518";1;2;2019;4;27;249;3;1;2;1
"TQRMNOSPXHKOLNCDEHNHB00620518";1;3;2019;4;27;249;3;1;2;1
"TQRMNOSPXHKOLNCDEHNHB00620518";1;4;2019;4;27;249;3;2;2;2
"TQRMNOSPXHKOLNCDEHNHB00620518";1;5;2019;4;27;249;3;2;2;2
"TQRMNOSPXHLLKQCDEHNHB00649777";1;1;2019;4;27;293;2;2;2;1
"TQRMNOSPXHLLKQCDEHNHB00649777";1;2;2019;4;27;293;2;1;1;1
"TQRMNOSPXHLLKQCDEHNHB00649777";1;3;2019;4;27;293;2;2;2;2
"TQRMNOSPXHLLKQCDEHNHB00649777";1;4;2019;4;27;293;2;2;2;2
"TQRMNOSPYHKOLNCDEHNHB00620519";1;1;2019;4;27;249;1;1;2;1
"TQRMNOSQPHKNKRCDEHNHB00620407";1;1;2019;4;27;213;1;1;1;1
"TQRMNOSQPHKNKRCDEHNHB00620407";1;2;2019;4;27;213;1;1;1;1
"TQRMNOSQPHKNKRCDEHNHB00620407";1;3;2019;4;27;213;1;1;1;1
"TQRMNOSQPHKOLNCDEHNHB00620504";1;1;2019;4;27;249;1;2;2;2
"TQRMNOSQQHKOLNCDEHNHB00620456";1;1;2019;4;27;249;1;1;1;1
"TQRMNOSQQHKOLNCDEHNHB00620456";1;2;2019;4;27;249;1;1;1;1
"TQRMNOSQQHKOLNCDEHNHB00620456";1;3;2019;4;27;249;1;1;1;1
"TQRMNOSQUHKOLMCDEHNHB00620466";1;1;2019;4;27;239;1;1;2;1
"TQRMNOSQUHKOLMCDEHNHB00620466";1;2;2019;4;27;239;1;1;2;1
"TQRMNOSQUHKOLMCDEHNHB00620466";1;3;2019;4;27;239;1;1;2;1
"TQRMNOSQUHKOLMCDEHNHB00620466";1;4;2019;4;27;239;1;1;2;1
"TQRMNOSQUHKOLMCDEHNHB00620466";1;5;2019;4;27;239;1;1;2;1
"TQRMNOSQUHKOLMCDEHNHB00620466";1;6;2019;4;27;239;1;1;2;1
"TQRMNOSQVHKOLMCDEHNHB00649813";1;1;2019;4;27;239;1;2;2;2
"TQRMNOSQXHKOLMCDEHNHB00620414";1;1;2019;4;27;239;1;2;2;1
"TQRMNOSQXHKOLMCDEHNHB00620414";1;2;2019;4;27;239;1;2;2;1
"TQRMNOSRPHMLKUCDEHNHB00644207";1;1;2019;4;27;291;2;1;2;1
"TQRMNOSRPHMLKUCDEHNHB00644207";1;2;2019;4;27;291;2;1;2;1
"TQRMNOSRQHMOLLCDEHNHB00644158";1;1;2019;4;27;271;2;1;2;1
"TQRMNOSRQHMOLLCDEHNHB00644158";1;2;2019;4;27;271;2;1;2;1
"TQRMNOSRQHMOLLCDEHNHB00644158";1;3;2019;4;27;271;2;1;2;1
"TQRMNOSRQHMOLLCDEHNHB00644158";1;4;2019;4;27;271;2;1;2;1
"TQRMNOSRQHMOLLCDEHNHB00644158";1;5;2019;4;27;271;2;1;2;1
"TQRMNOSRQHMOLLCDEHNHB00644158";1;6;2019;4;27;271;2;1;2;1
"TQRMNOSRQHMOLLCDEHNHB00644158";1;7;2019;4;27;271;2;1;2;1
"TQRMNOSRRHMOLLCDEHNHB00644169";1;1;2019;4;27;271;2;2;2;1
"TQRMNOSRRHMOLLCDEHNHB00644169";1;2;2019;4;27;271;2;2;2;1
"TQRMNOSRRHMOLLCDEHNHB00644169";1;3;2019;4;27;271;2;2;2;1
"TQRMNOSRSHMOLLCDEHNHB00649910";1;1;2019;4;27;271;2;2;2;1
"TQRMNOSRSHMOLLCDEHNHB00649910";1;2;2019;4;27;271;2;2;2;1
"TQRMNOSRSHMOLLCDEHNHB00649910";1;3;2019;4;27;271;2;2;2;1
"TQRMNOSRTHJMLPCDEHNHB00625983";1;1;2019;4;27;275;1;1;2;1
"TQRMNOSRTHMLKPCDEHNHB00644140";1;1;2019;4;27;286;1;1;1;1
"TQRMNOSRTHMLKPCDEHNHB00644140";1;2;2019;4;27;286;1;1;1;1
"TQRMNOSRTHMLKPCDEHNHB00644140";1;3;2019;4;27;286;1;1;1;1
"TQRMNOSRTHMLKPCDEHNHB00644140";1;4;2019;4;27;286;1;1;1;1
"TQRMNOSRTHMOLLCDEHNHB00644125";1;1;2019;4;27;271;2;1;2;1
"TQRMNOSRTHMOLLCDEHNHB00644125";1;2;2019;4;27;271;2;1;2;1
"TQRMNOSRTHMOLLCDEHNHB00644125";1;3;2019;4;27;271;2;1;2;1
"TQRMNOSRUHJMLPCDEHNHB00625981";1;1;2019;4;27;275;2;1;2;1
"TQRMNOSRUHJMLPCDEHNHB00625981";1;2;2019;4;27;275;2;1;2;1
"TQRMNOSRUHJMLPCDEHNHB00625981";1;3;2019;4;27;275;2;1;2;2
"TQRMNOSRUHJMLPCDEHNHB00625981";1;4;2019;4;27;275;2;2;2;2
"TQRMNOSRUHMOLLCDEHNHB00644159";1;1;2019;4;27;271;1;1;2;1
"TQRMNOSRUHMOLLCDEHNHB00644159";1;2;2019;4;27;271;1;1;2;1
"TQRMNOSRUHMOLLCDEHNHB00644159";1;3;2019;4;27;271;1;1;2;1
"TQRMNOSRUHMOLLCDEHNHB00644159";1;4;2019;4;27;271;1;1;2;1
"TQRMNOSRUHMOLLCDEHNHB00644159";1;5;2019;4;27;271;1;1;2;1
"TQRMNOSRVHJMLPCDEHNHB00632101";2;1;2019;4;27;275;1;1;2;1
"TQRMNOSRVHJMLPCDEHNHB00632101";2;2;2019;4;27;275;1;1;2;1
"TQRMNOSRVHMLKUCDEHNHB00644101";1;1;2019;4;27;291;1;1;1;1
"TQRMNOSRVHMLKUCDEHNHB00644101";1;2;2019;4;27;291;1;1;1;1
"TQRMNOSRXHJMLPCDEHNHB00626042";2;1;2019;4;27;275;1;2;2;2
"TQRMNOSRYHKNKNCDEHNHB00644095";1;1;2019;4;27;102;2;1;1;1
"TQRMNOSRYHKNKNCDEHNHB00644095";1;2;2019;4;27;102;2;1;1;1
"TQRMNOSRYHKNKNCDEHNHB00644095";1;3;2019;4;27;102;2;1;1;1
"TQRMNOSRYHKNKNCDEHNHB00644095";1;5;2019;4;27;102;2;1;1;1
"TQRMNOSSPHKNKNCDEHNHB00644257";1;1;2019;4;27;102;1;1;1;1
"TQRMNOSSPHKNKNCDEHNHB00644257";1;2;2019;4;27;102;1;1;1;1
"TQRMNOSSPHKNKNCDEHNHB00644257";1;4;2019;4;27;102;1;1;1;1
"TQRMNOSSPHKNKNCDEHNHB00644257";1;5;2019;4;27;102;1;2;2;2
"TQRMNOSSPHKNKNCDEHNHB00644257";1;8;2019;4;27;102;1;2;2;2
"TQRMNOSSRHKNKNCDEHNHB00644273";1;1;2019;4;27;102;1;1;1;1
"TQRMNOSSUHKLLPCDEHNHB00620463";1;1;2019;4;27;381;1;1;1;1
"TQRMNOSSUHKLLPCDEHNHB00620463";1;2;2019;4;27;381;1;1;1;1
"TQRMNOSSUHKLLPCDEHNHB00620463";1;3;2019;4;27;381;1;1;1;1
"TQRMNOSSUHKLLPCDEHNHB00620463";1;4;2019;4;27;381;1;1;1;1
"TQRMNOSSVHMLKPCDEHNHB00644141";1;2;2019;4;27;286;2;1;2;1
"TQRMNOSSVHMLKPCDEHNHB00644141";1;3;2019;4;27;286;2;1;2;1
"TQRMNOSSVHMLKPCDEHNHB00644141";1;4;2019;4;27;286;2;1;2;1
"TQRMNOSSVHMLKPCDEHNHB00644141";1;5;2019;4;27;286;2;1;2;1
"TQRMNOSSWHMLKPCDEHNHB00644138";1;1;2019;4;27;286;1;1;1;1
"TQRMNOSSWHMLKPCDEHNHB00644138";1;2;2019;4;27;286;1;1;1;1
"TQRMNOSSXHKLLPCDEHNHB00620475";1;1;2019;4;27;381;1;1;1;1
"TQRMNOSSXHKLLPCDEHNHB00620475";1;2;2019;4;27;381;1;1;1;1
"TQRMNOSSXHKLLPCDEHNHB00620475";1;3;2019;4;27;381;1;1;1;1
"TQRMNOSSXHKLLPCDEHNHB00620475";1;4;2019;4;27;381;1;1;1;1
"TQRMNOSSXHMLKPCDEHNHB00644184";1;1;2019;4;27;286;1;2;2;2
"TQRMNOSSYHKLLPCDEHNHB00620476";1;1;2019;4;27;381;1;1;1;1
"TQRMNOSSYHKLLPCDEHNHB00620476";1;2;2019;4;27;381;1;1;1;1
"TQRMNOSSYHKLLPCDEHNHB00620476";1;3;2019;4;27;381;1;1;1;1
"TQRMNOSSYHKLLPCDEHNHB00620476";1;4;2019;4;27;381;1;1;1;1
"TQRMNOSSYHKLLPCDEHNHB00620476";1;5;2019;4;27;381;1;1;1;1
"TQRMNOSSYHKLLPCDEHNHB00620476";1;6;2019;4;27;381;1;1;1;1
"TQRMNOSTRHKOKNCDEHNHB00644168";1;1;2019;4;27;49;2;1;2;1
"TQRMNOSTRHKOKNCDEHNHB00644168";1;2;2019;4;27;49;2;1;2;1
"TQRMNOSTRHKOKNCDEHNHB00644168";1;3;2019;4;27;49;2;1;1;1
"TQRMNOSTRHKOKNCDEHNHB00644168";1;4;2019;4;27;49;2;1;1;1
"TQRMNOSTRHKOKNCDEHNHB00644168";1;5;2019;4;27;49;2;1;1;1
"TQRMNOSTSHKOKNCDEHNHB00644098";1;1;2019;4;27;49;5;1;2;1
"TQRMNOSTSHKOKNCDEHNHB00644098";1;2;2019;4;27;49;5;1;2;1
"TQRMNOSTSHKOKNCDEHNHB00644098";1;3;2019;4;27;49;5;1;2;1
"TQRMNOSTSHKOKNCDEHNHB00644098";1;4;2019;4;27;49;5;1;2;1
"TQRMNOSTSHKOKNCDEHNHB00644098";1;5;2019;4;27;49;5;1;2;1
"TQRMNOSTSHKOKNCDEHNHB00644098";1;6;2019;4;27;49;5;2;2;2
"TQRMNOSTTHKOKNCDEHNHB00644218";1;1;2019;4;27;49;2;1;1;1
"TQRMNOSTTHKOKNCDEHNHB00644218";1;2;2019;4;27;49;2;1;1;1
"TQRMNOSTTHKOKNCDEHNHB00644218";1;3;2019;4;27;49;2;1;1;1
"TQRMNOSTTHKOKNCDEHNHB00644218";1;4;2019;4;27;49;2;2;1;2
"TQRMNOSTUHKOKNCDEHNHB00644099";1;1;2019;4;27;49;4;1;2;1
"TQRMNOSTUHKOKNCDEHNHB00644099";1;2;2019;4;27;49;4;1;2;1
"TQRMNOSTUHKOKNCDEHNHB00644099";1;3;2019;4;27;49;4;1;1;1
"TQRMNOSTUHKOKNCDEHNHB00644099";1;4;2019;4;27;49;4;1;1;1
"TQRMNOSTUHKOKNCDEHNHB00644099";1;5;2019;4;27;49;4;1;1;1
"TQRMNOSTUHKOKNCDEHNHB00644099";1;6;2019;4;27;49;4;1;1;1
"TQRMNOSTWHMOLRCDEHNHB00649835";1;1;2019;4;27;309;2;1;1;1
"TQRMNOSTWHMOLRCDEHNHB00649835";1;2;2019;4;27;309;2;1;1;1
