CODUSU;NRO_HOGAR;REALIZADA;ANO4;TRIMESTRE;AGLOMERADO;POND_TIC;IH_II_01;IH_II_02
"TQRMNOPPQHJOLTCDEFIAH00497977";1;1;2017;4;2;559;1;1
"TQRMNOPPQHMMLUCDEFIAH00594749";1;1;2017;4;2;595;1;1
"TQRMNOPPRHJOLTCDEFIAH00497981";1;1;2017;4;2;559;2;2
"TQRMNOPPRHJOMMCDEFIAH00498028";1;1;2017;4;2;672;2;1
"TQRMNOPPRHKOLUCDEFIAH00487808";1;1;2017;4;2;659;1;1
"TQRMNOPPSHJOLTCDEFIAH00497982";1;1;2017;4;2;559;1;1
"TQRMNOPPSHMMLUCDEFIAH00594736";1;1;2017;4;2;595;1;1
"TQRMNOPPTHJOLTCDEFIAH00497983";1;1;2017;4;2;559;1;1
"TQRMNOPPTHKOLUCDEFIAH00487828";1;1;2017;4;2;659;1;1
"TQRMNOPPUHJOMMCDEFIAH00498049";1;1;2017;4;2;672;1;1
"TQRMNOPPVHLLKUCDEFIAH00600542";1;1;2017;4;2;975;1;1
"TQRMNOPQQHKOLOCDEFIAH00498098";1;1;2017;4;2;702;2;1
"TQRMNOPQRHKOLOCDEFIAH00498099";1;1;2017;4;2;702;2;1
"TQRMNOPQSHKOLOCDEFIAH00498101";1;1;2017;4;2;702;2;1
"TQRMNOPQTHKOLOCDEFIAH00498149";1;1;2017;4;2;702;2;1
"TQRMNOPQUHKOLOCDEFIAH00498129";1;1;2017;4;2;702;2;1
"TQRMNOPQVHKMLMCDEFIAH00498130";1;1;2017;4;2;564;2;2
"TQRMNOPQVHMLKUCDEFIAH00594717";1;1;2017;4;2;851;1;1
"TQRMNOPQVHMMMLCDEFIAH00594737";1;1;2017;4;2;603;2;2
"TQRMNOPQWHKMLMCDEFIAH00487811";1;1;2017;4;2;564;1;1
"TQRMNOPQWHMLKUCDEFIAH00594744";1;1;2017;4;2;851;1;1
"TQRMNOPQWHMMMLCDEFIAH00594778";1;1;2017;4;2;603;1;1
"TQRMNOPQXHKMLMCDEFIAH00487867";1;1;2017;4;2;564;1;1
"TQRMNOPQYHKMLMCDEFIAH00487864";1;1;2017;4;2;564;1;1
"TQRMNOPRPHKMLMCDEFIAH00487798";1;1;2017;4;2;564;1;1
"TQRMNOPRPHMLKUCDEFIAH00594834";1;1;2017;4;2;851;2;2
"TQRMNOPRPHMMMLCDEFIAH00594847";1;1;2017;4;2;603;1;1
"TQRMNOPRTHMOLTCDEFIAH00594858";1;1;2017;4;2;962;1;1
"TQRMNOPRVHMNKMCDEFIAH00594799";1;1;2017;4;2;833;2;1
"TQRMNOPRVHMOLRCDEFIAH00594725";1;1;2017;4;2;1095;1;1
"TQRMNOPRVHMOLTCDEFIAH00594814";1;1;2017;4;2;962;2;2
"TQRMNOPRWHMNKMCDEFIAH00594767";1;1;2017;4;2;833;1;1
"TQRMNOPRWHMOLRCDEFIAH00594855";1;1;2017;4;2;1095;2;2
"TQRMNOPRXHMNKMCDEFIAH00594861";1;1;2017;4;2;833;1;1
"TQRMNOPRXHMOLRCDEFIAH00594856";1;1;2017;4;2;1095;1;1
"TQRMNOPRXHMOLTCDEFIAH00600510";1;1;2017;4;2;962;2;2
"TQRMNOPRYHMOLRCDEFIAH00594772";1;1;2017;4;2;1095;1;1
"TQRMNOPSPHLOKMCDEFIAH00600506";1;1;2017;4;2;717;2;2
"TQRMNOPSPHMNKMCDEFIAH00594768";1;1;2017;4;2;833;1;1
"TQRMNOPSPHMOLRCDEFIAH00594770";1;1;2017;4;2;1095;1;1
"TQRMNOPSQHJOLQCDEFIAH00600472";1;1;2017;4;2;761;2;1
"TQRMNOPSQHKMLSCDEFIAH00487665";1;1;2017;4;2;525;1;1
"TQRMNOPSQHLMLOCDEFIAH00600495";1;1;2017;4;2;526;1;1
"TQRMNOPSQHLOLRCDEFIAH00600565";1;1;2017;4;2;659;2;1
"TQRMNOPSRHJNLRCDEFIAH00600500";1;1;2017;4;2;531;2;2
"TQRMNOPSRHJOLQCDEFIAH00600473";1;1;2017;4;2;761;2;2
"TQRMNOPSRHLOLRCDEFIAH00600604";1;1;2017;4;2;659;1;1
"TQRMNOPSSHLMLOCDEFIAH00600548";1;1;2017;4;2;526;1;1
"TQRMNOPSSHLOLRCDEFIAH00600577";1;1;2017;4;2;659;2;2
"TQRMNOPSTHJOLQCDEFIAH00600476";1;1;2017;4;2;761;2;1
"TQRMNOPSTHKMLSCDEFIAH00487666";1;1;2017;4;2;525;2;1
"TQRMNOPSTHLOLRCDEFIAH00600556";1;1;2017;4;2;659;1;1
"TQRMNOPSUHJNLRCDEFIAH00497935";1;1;2017;4;2;531;1;1
"TQRMNOPSUHJOLQCDEFIAH00600449";1;1;2017;4;2;761;2;2
"TQRMNOPSUHKMLSCDEFIAH00487632";1;1;2017;4;2;525;1;1
"TQRMNOPSUHLOLRCDEFIAH00600576";1;1;2017;4;2;659;1;1
"TQRMNOPSVHLOKMCDEFIAH00600501";1;1;2017;4;2;717;2;1
"TQRMNOPTQHJMKMCDEFIAH00498031";1;1;2017;4;2;500;1;1
"TQRMNOPTRHJMKMCDEFIAH00498024";1;1;2017;4;2;500;2;2
"TQRMNOPTRHLMLUCDEFIAH00600573";1;1;2017;4;2;558;1;1
"TQRMNOPTRHMOKNCDEFIAH00594842";1;1;2017;4;2;703;1;1
"TQRMNOPTSHJMKMCDEFIAH00498013";1;1;2017;4;2;500;1;1
"TQRMNOPTSHLMLUCDEFIAH00600608";1;1;2017;4;2;558;1;1
"TQRMNOPTSHMOKNCDEFIAH00594803";1;1;2017;4;2;703;2;2
"TQRMNOPTTHJMKQCDEFIAH00498156";1;1;2017;4;2;549;1;1
"TQRMNOPTUHJMKQCDEFIAH00498138";1;1;2017;4;2;549;1;1
"TQRMNOPTUHMOKNCDEFIAH00594755";1;1;2017;4;2;703;1;1
"TQRMNOPTVHJKKSCDEFIAH00498064";1;1;2017;4;2;1154;1;1
"TQRMNOPTVHJMKQCDEFIAH00498163";1;1;2017;4;2;549;2;2
"TQRMNOPTWHJMKQCDEFIAH00498164";1;1;2017;4;2;549;1;1
"TQRMNOPUVHKNKMCDEFIAH00487859";1;1;2017;4;2;770;1;1
"TQRMNOPUXHKNKMCDEFIAH00487879";1;1;2017;4;2;770;1;1
"TQRMNOPUXHMMLMCDEFIAH00594733";1;1;2017;4;2;532;1;1
"TQRMNOPUYHKNKMCDEFIAH00487778";1;1;2017;4;2;770;1;1
"TQRMNOPUYHMMLMCDEFIAH00594788";1;1;2017;4;2;532;1;1
"TQRMNOPVPHKNKMCDEFIAH00498096";1;1;2017;4;2;770;1;1
"TQRMNOPVPHMMLMCDEFIAH00594812";1;1;2017;4;2;532;1;1
"TQRMNOPVQHLOKRCDEFIAH00600480";1;1;2017;4;2;602;1;1
"TQRMNOPVQHMKKQCDEFIAH00594822";2;1;2017;4;2;1034;1;1
"TQRMNOPVQHMKKSCDEFIAH00600561";1;1;2017;4;2;920;1;1
"TQRMNOPVRHMKKQCDEFIAH00600525";1;1;2017;4;2;1034;1;1
"TQRMNOPVTHLOKRCDEFIAH00600467";1;1;2017;4;2;602;1;1
"TQRMNOPVUHLOKRCDEFIAH00600468";1;1;2017;4;2;602;1;1
"TQRMNOPVUHMKKQCDEFIAH00600486";1;1;2017;4;2;1034;1;1
"TQRMNOPVVHJKLMCDEFIAH00498095";1;1;2017;4;2;950;1;1
"TQRMNOPVVHLLKTCDEFIAH00600549";1;1;2017;4;2;1121;1;1
"TQRMNOPVVHLLLLCDEFIAH00600574";1;1;2017;4;2;810;1;1
"TQRMNOPVWHLLKTCDEFIAH00600529";1;1;2017;4;2;1121;1;1
"TQRMNOPVWHMMLPCDEFIAH00594810";1;1;2017;4;2;561;1;1
"TQRMNOPVYHJKLMCDEFIAH00507909";1;1;2017;4;2;950;1;1
"TQRMNOPVYHLLLLCDEFIAH00600587";1;1;2017;4;2;810;2;2
"TQRMNOPVYHLMLPCDEFIAH00600489";1;1;2017;4;2;554;1;1
"TQRMNOPVYHMMLPCDEFIAH00600458";1;1;2017;4;2;561;1;1
"TQRMNOPWPHJKLMCDEFIAH00600596";1;1;2017;4;2;950;1;1
"TQRMNOPWPHLMLPCDEFIAH00600482";1;1;2017;4;2;554;1;1
"TQRMNOPWQHLMMLCDEFIAH00600555";1;1;2017;4;2;515;1;1
"TQRMNOPWQHMLKPCDEFIAH00594762";1;1;2017;4;2;800;1;1
"TQRMNOPWRHJOLNCDEFIAH00600601";1;1;2017;4;2;701;1;1
"TQRMNOPWRHLKKSCDEFIAH00600559";1;1;2017;4;2;1017;1;1
"TQRMNOPWRHLMMLCDEFIAH00600554";1;1;2017;4;2;515;1;1
"TQRMNOPWSHLKKSCDEFIAH00600607";1;1;2017;4;2;1017;1;1
"TQRMNOPWTHLKKSCDEFIAH00600609";1;1;2017;4;2;1017;2;1
"TQRMNOPWUHJOLNCDEFIAH00600575";1;1;2017;4;2;701;1;1
"TQRMNOPWUHLKKSCDEFIAH00600586";1;1;2017;4;2;1017;1;1
"TQRMNOPWUHLMMLCDEFIAH00600533";1;1;2017;4;2;515;1;1
"TQRMNOPWVHJLLLCDEFIAH00498012";1;1;2017;4;2;932;1;1
"TQRMNOPWWHJLLLCDEFIAH00498008";1;1;2017;4;2;932;1;1
"TQRMNOPWYHJLLLCDEFIAH00507987";1;1;2017;4;2;932;1;1
"TQRMNOPXQHJLKUCDEFIAH00498073";1;1;2017;4;2;810;1;1
"TQRMNOPXQHJMLOCDEFIAH00498150";1;1;2017;4;2;540;1;1
"TQRMNOPXQHJMLSCDEFIAH00497927";1;1;2017;4;2;478;1;1
"TQRMNOPXQHKNLPCDEFIAH00487735";1;1;2017;4;2;590;2;1
"TQRMNOPXRHJLKUCDEFIAH00498063";1;1;2017;4;2;810;1;1
"TQRMNOPXRHJMLOCDEFIAH00498152";1;1;2017;4;2;540;1;1
"TQRMNOPXRHJMLSCDEFIAH00600535";1;1;2017;4;2;478;1;1
"TQRMNOPXRHKNLPCDEFIAH00487742";2;1;2017;4;2;590;2;2
"TQRMNOPXRHKOMLCDEFIAH00487816";1;1;2017;4;2;728;2;1
"TQRMNOPXSHJLKUCDEFIAH00498037";1;1;2017;4;2;810;1;1
"TQRMNOPXSHKNLPCDEFIAH00487719";2;1;2017;4;2;590;1;1
"TQRMNOPXSHKOMLCDEFIAH00498121";1;1;2017;4;2;728;1;1
"TQRMNOPXTHJMLSCDEFIAH00497968";1;1;2017;4;2;478;1;1
"TQRMNOPXTHKNLPCDEFIAH00487791";1;1;2017;4;2;590;1;1
"TQRMNOPXTHKOMLCDEFIAH00487857";1;1;2017;4;2;728;1;1
"TQRMNOPXUHJMLOCDEFIAH00498142";1;1;2017;4;2;540;1;1
"TQRMNOPXUHKNLPCDEFIAH00600560";1;1;2017;4;2;590;2;2
"TQRMNOPXUHKOMLCDEFIAH00487768";1;1;2017;4;2;728;1;1
"TQRMNOPYQHKMLLCDEFIAH00498051";1;1;2017;4;2;551;1;1
"TQRMNOPYRHKMLLCDEFIAH00600479";1;1;2017;4;2;551;1;1
"TQRMNOPYSHKMLLCDEFIAH00487708";1;1;2017;4;2;551;1;1
"TQRMNOPYTHKMLLCDEFIAH00487738";1;1;2017;4;2;551;1;1
"TQRMNOPYTHMMKOCDEFIAH00600572";1;1;2017;4;2;521;1;1
"TQRMNOPYUHKMLLCDEFIAH00498059";1;1;2017;4;2;551;2;2
"TQRMNOPYVHJMLPCDEFIAH00498038";1;1;2017;4;2;547;1;1
"TQRMNOPYVHJMMLCDEFIAH00498047";1;1;2017;4;2;536;1;1
"TQRMNOPYVHKMKOCDEFIAH00487731";1;1;2017;4;2;547;2;2
"TQRMNOPYVHLMLTCDEFIAH00600580";1;1;2017;4;2;505;2;2
"TQRMNOPYWHJMLPCDEFIAH00497993";1;1;2017;4;2;547;1;1
"TQRMNOPYWHJMMLCDEFIAH00498035";1;1;2017;4;2;536;1;1
"TQRMNOPYWHJOLTCDEFIAH00497988";1;1;2017;4;2;559;1;1
"TQRMNOPYWHKMKOCDEFIAH00487717";1;1;2017;4;2;547;1;1
"TQRMNOPYWHLMLTCDEFIAH00600570";1;1;2017;4;2;505;1;1
"TQRMNOPYXHJMLUCDEFIAH00600532";1;1;2017;4;2;545;1;1
"TQRMNOPYXHJMMLCDEFIAH00498052";1;1;2017;4;2;536;1;1
"TQRMNOPYXHJOLTCDEFIAH00497989";1;1;2017;4;2;559;2;2
"TQRMNOPYXHLMLTCDEFIAH00600595";1;1;2017;4;2;505;2;2
"TQRMNOPYYHJMLPCDEFIAH00498060";1;1;2017;4;2;547;1;1
"TQRMNOPYYHJMLUCDEFIAH00497961";1;1;2017;4;2;545;1;1
"TQRMNOPYYHJMMLCDEFIAH00507934";1;1;2017;4;2;536;1;1
"TQRMNOPYYHKKKQCDEFIAH00594761";2;1;2017;4;2;923;1;1
"TQRMNOPYYHLMLTCDEFIAH00600581";1;1;2017;4;2;505;1;1
"TQRMNOQPPHJMLUCDEFIAH00497930";1;1;2017;4;2;545;1;1
"TQRMNOQPPHJMMLCDEFIAH00498062";1;1;2017;4;2;536;1;1
"TQRMNOQPPHJOLTCDEFIAH00497974";1;1;2017;4;2;559;1;1
"TQRMNOQPPHKMKOCDEFIAH00487709";1;1;2017;4;2;547;1;1
"TQRMNOQPQHJOLTCDEFIAH00497973";1;1;2017;4;2;559;1;1
"TQRMNOQPQHMOMMCDEFIAH00594796";1;1;2017;4;2;662;2;1
"TQRMNOQPRHMOMMCDEFIAH00594763";1;1;2017;4;2;662;1;1
"TQRMNOQPSHLNKNCDEFIAH00600447";1;1;2017;4;2;840;2;2
"TQRMNOQPSHLOLQCDEFIAH00600477";1;1;2017;4;2;928;1;1
"TQRMNOQPSHMOMMCDEFIAH00594729";1;1;2017;4;2;662;1;1
"TQRMNOQPTHLNKNCDEFIAH00600457";1;1;2017;4;2;840;2;2
"TQRMNOQPTHMOMMCDEFIAH00594863";1;1;2017;4;2;662;1;1
"TQRMNOQPUHLNKNCDEFIAH00600445";1;1;2017;4;2;840;2;2
"TQRMNOQPUHLOLQCDEFIAH00600558";1;1;2017;4;2;928;2;2
"TQRMNOQPVHKLKSCDEFIAH00594791";1;1;2017;4;2;1117;1;1
"TQRMNOQPVHKLLRCDEFIAH00487873";1;1;2017;4;2;809;1;1
"TQRMNOQPVHMMLNCDEFIAH00594775";1;1;2017;4;2;515;1;1
"TQRMNOQPWHKLLRCDEFIAH00487854";1;1;2017;4;2;809;1;1
"TQRMNOQPXHKLKSCDEFIAH00497912";2;1;2017;4;2;1117;1;1
"TQRMNOQPYHKLKSCDEFIAH00600485";1;1;2017;4;2;1117;1;1
"TQRMNOQPYHKLLRCDEFIAH00487824";1;1;2017;4;2;809;1;1
"TQRMNOQQPHKLKSCDEFIAH00487657";1;1;2017;4;2;1117;1;1
"TQRMNOQQPHKLLRCDEFIAH00487863";1;1;2017;4;2;809;1;1
"TQRMNOQQQHJMKTCDEFIAH00497963";1;1;2017;4;2;522;1;1
"TQRMNOQQQHKLKRCDEFIAH00487732";1;1;2017;4;2;830;1;1
"TQRMNOQQRHJMKTCDEFIAH00497972";1;1;2017;4;2;522;1;1
"TQRMNOQQSHJMKTCDEFIAH00497971";1;1;2017;4;2;522;1;1
"TQRMNOQQWHLMLNCDEFIAH00600546";1;1;2017;4;2;497;2;1
"TQRMNOQQYHLMLNCDEFIAH00600547";1;1;2017;4;2;497;1;1
"TQRMNOQRPHMLKRCDEFIAH00594825";1;1;2017;4;2;998;2;2
"TQRMNOQRRHMLKRCDEFIAH00594747";1;1;2017;4;2;998;1;1
"TQRMNOQRRHMMMLCDEFIAH00594787";1;1;2017;4;2;603;1;1
"TQRMNOQRSHMMMLCDEFIAH00594848";1;1;2017;4;2;603;1;1
"TQRMNOQRTHMMMLCDEFIAH00594738";1;1;2017;4;2;603;1;1
"TQRMNOQRUHMMMLCDEFIAH00594818";1;1;2017;4;2;603;1;1
"TQRMNOQRYHLKLMCDEFIAH00600452";1;1;2017;4;2;570;1;1
"TQRMNOQSPHLKLMCDEFIAH00600454";1;1;2017;4;2;570;1;1
"TQRMNOQSQHKOMMCDEFIAH00594730";1;1;2017;4;2;559;2;2
"TQRMNOQSRHKOMMCDEFIAH00594864";1;1;2017;4;2;559;2;2
"TQRMNOQSSHKOMMCDEFIAH00594731";1;1;2017;4;2;559;1;1
"TQRMNOQSTHKOMMCDEFIAH00594718";1;1;2017;4;2;559;1;1
"TQRMNOQSUHKOMMCDEFIAH00594798";1;1;2017;4;2;559;2;1
"TQRMNOQSVHLKLMCDEFIAH00600446";1;1;2017;4;2;570;1;1
"TQRMNOQSVHLMKOCDEFIAH00600459";1;1;2017;4;2;515;1;1
"TQRMNOQSWHLKLMCDEFIAH00600453";1;1;2017;4;2;570;1;1
"TQRMNOQSXHLMKOCDEFIAH00600469";1;1;2017;4;2;515;1;1
"TQRMNOQTQHJMKPCDEFIAH00497905";1;1;2017;4;2;472;1;1
"TQRMNOQTQHLMKPCDEFIAH00600517";1;1;2017;4;2;601;2;2
"TQRMNOQTRHJMKPCDEFIAH00497914";1;1;2017;4;2;472;2;2
"TQRMNOQTSHJMKPCDEFIAH00497908";1;1;2017;4;2;472;1;1
"TQRMNOQTTHJMKPCDEFIAH00497906";1;1;2017;4;2;472;1;1
"TQRMNOQTWHLMKPCDEFIAH00600544";1;1;2017;4;2;601;1;1
"TQRMNOQTXHMMLLCDEFIAH00600583";1;1;2017;4;2;543;2;2
"TQRMNOQTYHLMKPCDEFIAH00600522";1;1;2017;4;2;601;2;2
"TQRMNOQUPHLMKPCDEFIAH00600514";1;1;2017;4;2;601;1;1
"TQRMNOQUPHMMLLCDEFIAH00594811";1;1;2017;4;2;543;1;1
"TQRMNOQUQHKMLMCDEFIAH00594735";1;1;2017;4;2;564;1;1
"TQRMNOQURHKMLMCDEFIAH00487823";1;1;2017;4;2;564;2;2
"TQRMNOQUSHJNLRCDEFIAH00497938";1;1;2017;4;2;531;1;1
"TQRMNOQUSHJOMMCDEFIAH00498029";1;1;2017;4;2;672;1;1
"TQRMNOQUTHJNLRCDEFIAH00600541";1;1;2017;4;2;531;1;1
"TQRMNOQUTHJOMMCDEFIAH00498002";1;1;2017;4;2;672;1;1
"TQRMNOQUTHKOLTCDEFIAH00497936";2;1;2017;4;2;449;1;1
"TQRMNOQUUHJOLTCDEFIAH00497941";1;1;2017;4;2;559;2;2
"TQRMNOQUUHJOMMCDEFIAH00498003";1;1;2017;4;2;672;1;1
"TQRMNOQUUHKMLMCDEFIAH00487850";1;1;2017;4;2;564;1;1
"TQRMNOQUUHKOLTCDEFIAH00497975";1;1;2017;4;2;449;1;1
"TQRMNOQUVHKMKTCDEFIAH00600504";1;1;2017;4;2;592;1;1
"TQRMNOQUVHMLKUCDEFIAH00594835";1;1;2017;4;2;851;2;2
"TQRMNOQUWHKMKTCDEFIAH00497979";1;1;2017;4;2;592;1;1
"TQRMNOQUWHKOLTCDEFIAH00497986";1;1;2017;4;2;449;1;1
"TQRMNOQUXHMLKUCDEFIAH00600460";1;1;2017;4;2;851;1;1
"TQRMNOQVPHKMKTCDEFIAH00487660";1;1;2017;4;2;592;1;1
"TQRMNOQVSHMMLUCDEFIAH00594846";1;1;2017;4;2;595;2;2
"TQRMNOQVTHMMLUCDEFIAH00594786";1;1;2017;4;2;595;1;1
"TQRMNOQVUHMMLUCDEFIAH00594750";1;1;2017;4;2;595;2;2
"TQRMNOQVYHJOLQCDEFIAH00600462";1;1;2017;4;2;761;2;1
"TQRMNOQWPHJOLQCDEFIAH00600464";1;1;2017;4;2;761;1;1
"TQRMNOQWQHKMLNCDEFIAH00487728";1;1;2017;4;2;568;2;1
"TQRMNOQWQHLOLSCDEFIAH00600499";1;1;2017;4;2;681;1;1
"TQRMNOQWRHKOMLCDEFIAH00498110";1;1;2017;4;2;728;1;1
"TQRMNOQWRHLKKSCDEFIAH00600585";1;1;2017;4;2;1017;1;1
"TQRMNOQWRHLMLPCDEFIAH00600497";1;1;2017;4;2;554;1;1
"TQRMNOQWRHLOLSCDEFIAH00600509";1;1;2017;4;2;681;1;1
"TQRMNOQWSHKMLNCDEFIAH00600450";1;1;2017;4;2;568;1;1
"TQRMNOQWSHKOMLCDEFIAH00487813";1;1;2017;4;2;728;1;1
"TQRMNOQWSHLKKSCDEFIAH00600594";1;1;2017;4;2;1017;1;1
"TQRMNOQWSHLMLPCDEFIAH00600492";1;1;2017;4;2;554;1;1
"TQRMNOQWSHLOLSCDEFIAH00600484";1;1;2017;4;2;681;1;1
"TQRMNOQWTHKMLNCDEFIAH00487711";1;1;2017;4;2;568;2;1
"TQRMNOQWTHKOMLCDEFIAH00487814";1;1;2017;4;2;728;1;1
"TQRMNOQWTHLKKSCDEFIAH00600571";1;1;2017;4;2;1017;1;1
"TQRMNOQWUHKMLNCDEFIAH00487756";1;1;2017;4;2;568;2;2
"TQRMNOQWUHKOMLCDEFIAH00487853";1;1;2017;4;2;728;1;1
"TQRMNOQWUHLKKSCDEFIAH00600602";1;1;2017;4;2;1017;1;1
"TQRMNOQWUHLMLPCDEFIAH00600505";1;1;2017;4;2;554;1;1
"TQRMNOQWVHMMKTCDEFIAH00600461";1;1;2017;4;2;592;2;2
"TQRMNOQWWHMLKPCDEFIAH00600530";1;1;2017;4;2;800;2;2
"TQRMNOQXPHLMKQCDEFIAH00600605";1;1;2017;4;2;565;1;1
"TQRMNOQXPHMLKPCDEFIAH00600531";1;1;2017;4;2;800;1;1
"TQRMNOQXSHKMKUCDEFIAH00487865";1;1;2017;4;2;594;1;1
"TQRMNOQXSHMOLTCDEFIAH00594766";1;1;2017;4;2;962;1;1
"TQRMNOQXTHJMKQCDEFIAH00600567";1;1;2017;4;2;549;1;1
"TQRMNOQXTHMOLTCDEFIAH00594824";1;1;2017;4;2;962;2;2
"TQRMNOQXUHLMLUCDEFIAH00600578";1;1;2017;4;2;558;1;1
"TQRMNOQXUHMOLTCDEFIAH00594784";1;1;2017;4;2;962;2;2
"TQRMNOQXVHJMKQCDEFIAH00498111";1;1;2017;4;2;549;1;1
"TQRMNOQXVHLMLUCDEFIAH00600597";1;1;2017;4;2;558;2;1
"TQRMNOQXVHMOLTCDEFIAH00594779";1;1;2017;4;2;962;2;2
"TQRMNOQXWHKMLQCDEFIAH00487721";1;1;2017;4;2;536;1;1
"TQRMNOQXWHMOLTCDEFIAH00600512";1;1;2017;4;2;962;2;2
"TQRMNOQXXHJMKQCDEFIAH00498102";1;1;2017;4;2;549;1;1
"TQRMNOQXXHKMLQCDEFIAH00487722";1;1;2017;4;2;536;1;1
"TQRMNOQXYHKMLQCDEFIAH00487730";1;1;2017;4;2;536;1;1
"TQRMNOQYPHKMLQCDEFIAH00487701";1;1;2017;4;2;536;1;1
"TQRMNOQYQHLMLOCDEFIAH00600553";1;1;2017;4;2;526;1;1
"TQRMNOQYRHLMLOCDEFIAH00600526";1;1;2017;4;2;526;2;2
"TQRMNOQYRHLNMMCDEFIAH00600569";1;1;2017;4;2;359;1;1
"TQRMNOQYSHLMLUCDEFIAH00600582";1;1;2017;4;2;558;1;1
"TQRMNOQYTHLMLOCDEFIAH00600536";1;1;2017;4;2;526;1;1
"TQRMNOQYUHLMLOCDEFIAH00600513";1;1;2017;4;2;526;1;1
"TQRMNOQYVHKKKPCDEFIAH00600534";1;1;2017;4;2;957;2;2
"TQRMNOQYVHKNLPCDEFIAH00487729";1;1;2017;4;2;590;2;2
"TQRMNOQYVHLNMMCDEFIAH00600589";1;1;2017;4;2;359;2;2
"TQRMNOQYVHMMLOCDEFIAH00594776";1;1;2017;4;2;525;1;1
"TQRMNOQYXHJKKSCDEFIAH00498015";1;1;2017;4;2;1154;1;1
"TQRMNOQYYHJKKSCDEFIAH00507877";1;1;2017;4;2;1154;1;1
"TQRMNOQYYHKKKPCDEFIAH00487621";1;1;2017;4;2;957;1;1
"TQRMNOQYYHKNLPCDEFIAH00498081";1;1;2017;4;2;590;1;1
"TQRMNOQYYHMMLOCDEFIAH00594732";1;1;2017;4;2;525;1;1
"TQRMNORPPHJOLNCDEFIAH00600588";1;1;2017;4;2;701;1;1
"TQRMNORPPHKKKPCDEFIAH00487684";1;1;2017;4;2;957;1;1
"TQRMNORPPHKNLPCDEFIAH00594765";1;1;2017;4;2;590;1;1
"TQRMNORPQHLLKUCDEFIAH00600511";1;1;2017;4;2;975;1;1
"TQRMNORPQHMOLRCDEFIAH00594852";1;1;2017;4;2;1095;2;1
"TQRMNORPRHJOLNCDEFIAH00498113";1;1;2017;4;2;701;1;1
"TQRMNORPRHMMLMCDEFIAH00594807";1;1;2017;4;2;532;1;1
"TQRMNORPSHJOLNCDEFIAH00498120";1;1;2017;4;2;701;1;1
"TQRMNORPSHMMLMCDEFIAH00594757";1;1;2017;4;2;532;1;1
"TQRMNORPSHMOLRCDEFIAH00594782";1;1;2017;4;2;1095;1;1
"TQRMNORPTHLLKUCDEFIAH00600520";1;1;2017;4;2;975;1;1
"TQRMNORPTHMNKMCDEFIAH00594854";1;1;2017;4;2;833;1;1
"TQRMNORPTHMOLRCDEFIAH00594726";1;1;2017;4;2;1095;1;1
"TQRMNORPUHLLKUCDEFIAH00600543";1;1;2017;4;2;975;1;1
"TQRMNORPUHMNKMCDEFIAH00594862";1;1;2017;4;2;833;1;1
"TQRMNORPUHMOKNCDEFIAH00594817";1;1;2017;4;2;703;1;1
"TQRMNORPWHMOKNCDEFIAH00594860";1;1;2017;4;2;703;1;1
"TQRMNORPXHJLLLCDEFIAH00498042";1;1;2017;4;2;932;1;1
"TQRMNORQQHKMKNCDEFIAH00487769";1;1;2017;4;2;556;1;1
"TQRMNORQRHKMKNCDEFIAH00498114";1;1;2017;4;2;556;1;1
"TQRMNORQRHMMKOCDEFIAH00594734";1;1;2017;4;2;521;1;1
"TQRMNORQSHMMKOCDEFIAH00600606";1;1;2017;4;2;521;1;1
"TQRMNORQTHKMKNCDEFIAH00487792";1;1;2017;4;2;556;1;1
"TQRMNORQVHKOLOCDEFIAH00487822";1;1;2017;4;2;702;1;1
"TQRMNORQWHKOLOCDEFIAH00487870";1;1;2017;4;2;702;2;1
"TQRMNORQXHKOLOCDEFIAH00487851";1;1;2017;4;2;702;2;1
"TQRMNORRPHKOLOCDEFIAH00487871";2;1;2017;4;2;702;1;1
"TQRMNORRQHJMMLCDEFIAH00600493";1;1;2017;4;2;536;1;1
"TQRMNORRQHKOLUCDEFIAH00487855";1;1;2017;4;2;659;1;1
"TQRMNORRRHJMMLCDEFIAH00498021";1;1;2017;4;2;536;1;1
"TQRMNORRRHKOLUCDEFIAH00487845";1;1;2017;4;2;659;1;1
"TQRMNORRSHJMMLCDEFIAH00507957";1;1;2017;4;2;536;1;1
"TQRMNORRSHKOLUCDEFIAH00487869";1;1;2017;4;2;659;2;2
"TQRMNORRTHJLKUCDEFIAH00497995";1;1;2017;4;2;810;1;1
"TQRMNORRTHJMMLCDEFIAH00498005";1;1;2017;4;2;536;1;1
"TQRMNORRTHKOLUCDEFIAH00487856";1;1;2017;4;2;659;1;1
"TQRMNORRUHJLKUCDEFIAH00498010";2;1;2017;4;2;810;1;1
"TQRMNORRUHMOLQCDEFIAH00594785";1;1;2017;4;2;545;1;1
"TQRMNORRVHMOLQCDEFIAH00594805";1;1;2017;4;2;545;1;1
"TQRMNORRWHLMLTCDEFIAH00600590";1;1;2017;4;2;505;1;1
"TQRMNORRXHLMLTCDEFIAH00600591";1;1;2017;4;2;505;1;1
"TQRMNORRYHJMLOCDEFIAH00498123";1;1;2017;4;2;540;1;1
"TQRMNORRYHLMLTCDEFIAH00600579";1;1;2017;4;2;505;1;1
"TQRMNORRYHMOLQCDEFIAH00594721";1;1;2017;4;2;545;1;1
